geoid,geoid_year,state,county,state_fips_code,county_fips_code,total_cdfi_lending,med_mortgage_loan,med_property_value,med_sba_504_loan,med_sba_7a_loan,num_mortgage_loans,num_mortgage_denials,num_mortgages_origin,num_sba_504_loans,num_sba_7a_loans,pop_pct_2plus_races,pop_pct_white,pop_pct_black,pop_pct_american_indian,pop_pct_asian,pop_pct_native_hawaiian,pop_pct_other_race
12031011903,2020, Florida, Duval County,12,31,108064.75610075764,145000.0,255000.0,,1545500.0,355,72,146,,1,3.2,63.7,25.6,0.9,6.2,0.0,0.3
12031011905,2020, Florida, Duval County,12,31,139840.82928864635,65000.0,85000.0,,150000.0,657,123,215,,1,7.7,55.4,30.8,0.1,3.4,2.5,0.0
12031012000,2020, Florida, Duval County,12,31,42481.0,175000.0,215000.0,1482000.0,,422,52,189,1,,5.2,54.6,31.5,0.0,6.9,0.0,1.8
12031012201,2020, Florida, Duval County,12,31,27343.5,175000.0,225000.0,2386000.0,,211,27,97,1,,4.8,45.8,48.0,0.0,0.9,0.0,0.4
12031012400,2020, Florida, Duval County,12,31,393581.0,185000.0,215000.0,110500.0,,274,35,130,2,,4.1,84.1,6.9,0.3,3.6,0.0,1.0
12031012601,2020, Florida, Duval County,12,31,45900.99999999999,205000.0,275000.0,1279000.0,82500.0,151,25,67,1,2,15.0,28.7,50.2,0.0,1.4,0.0,4.6
12031012602,2020, Florida, Duval County,12,31,84709.0,155000.0,225000.0,333000.0,235750.0,336,70,159,1,2,4.3,33.8,57.6,0.0,2.5,0.0,1.8
12031013000,2020, Florida, Duval County,12,31,450539.0,395000.0,625000.0,,,156,19,93,,,2.0,97.8,0.2,0.0,0.0,0.0,0.0
12031013301,2020, Florida, Duval County,12,31,35337.741072309655,215000.0,285000.0,1037000.0,1511850.0,269,43,126,2,2,6.3,54.3,30.8,0.1,8.5,0.0,0.0
12031013402,2020, Florida, Duval County,12,31,4255.0,155000.0,205000.0,,250000.0,330,75,149,,6,8.4,45.7,31.6,0.1,3.5,0.0,10.8
12031013523,2020, Florida, Duval County,12,31,55247.5,225000.0,285000.0,430000.0,399750.0,231,47,90,1,2,20.4,36.6,33.3,0.0,8.5,0.0,1.1
12031013524,2020, Florida, Duval County,12,31,55247.5,185000.0,265000.0,1856000.0,657500.0,292,63,140,5,2,5.5,49.7,36.1,0.0,8.4,0.0,0.3
12031013526,2020, Florida, Duval County,12,31,101219.2,165000.0,285000.0,802000.0,5000000.0,306,83,107,1,16,7.8,34.8,47.0,0.0,5.3,0.0,5.0
12031013729,2020, Florida, Duval County,12,31,298403.64948074013,235000.0,305000.0,,10000.0,287,50,134,,1,6.5,53.2,19.9,0.0,9.0,0.0,11.4
12031013901,2020, Florida, Duval County,12,31,78080.0,255000.0,355000.0,138000.0,185650.0,252,32,135,1,2,9.3,76.2,8.9,0.2,2.9,0.0,2.5
12031013905,2020, Florida, Duval County,12,31,49999.99999999999,505000.0,1205000.0,355000.0,241000.0,267,32,149,1,2,3.9,91.7,0.0,0.0,3.7,0.0,0.8
12031013906,2020, Florida, Duval County,12,31,3400.0,275000.0,605000.0,585000.0,300000.0,266,38,148,5,7,8.7,81.3,3.3,0.3,3.5,0.0,3.0
12031014002,2020, Florida, Duval County,12,31,12592.0,285000.0,615000.0,237000.0,2576750.0,196,37,96,1,2,4.5,94.8,0.0,0.0,0.4,0.0,0.3
12031014103,2020, Florida, Duval County,12,31,28622.5,305000.0,585000.0,489000.0,625000.0,144,27,77,5,5,10.8,85.8,0.2,0.0,1.2,0.0,1.9
12031014104,2020, Florida, Duval County,12,31,28622.5,495000.0,795000.0,443500.0,523800.0,105,19,60,8,5,2.0,89.3,4.6,0.0,4.1,0.0,0.0
12031014330,2020, Florida, Duval County,12,31,50748.524851256385,375000.0,625000.0,,150000.0,315,45,166,,1,8.5,81.3,3.7,0.5,3.3,0.0,2.6
12031014341,2020, Florida, Duval County,12,31,26572.0,305000.0,525000.0,248000.0,1516500.0,195,32,95,2,2,5.6,78.2,12.8,0.0,3.4,0.0,0.0
12031014342,2020, Florida, Duval County,12,31,79716.0,285000.0,445000.0,,172100.0,171,30,82,,2,16.6,67.3,7.1,0.1,3.2,0.0,5.7
12031014343,2020, Florida, Duval County,12,31,10588.961204033654,195000.0,355000.0,,,325,93,136,,,20.8,54.9,12.5,0.0,9.6,0.9,1.3
12031014419,2020, Florida, Duval County,12,31,167342.54782895208,255000.0,455000.0,872000.0,377800.0,449,62,244,1,5,2.1,89.7,0.6,0.0,5.5,0.0,2.1
12031014603,2020, Florida, Duval County,12,31,204578.0,215000.0,255000.0,1107000.0,374000.0,435,79,225,3,5,9.1,74.0,11.9,0.0,0.8,0.0,4.2
12031015002,2020, Florida, Duval County,12,31,43275.0,215000.0,245000.0,422000.0,,447,75,228,1,,7.1,43.6,45.7,0.0,2.0,0.0,1.7
12031015400,2020, Florida, Duval County,12,31,1040.0,165000.0,225000.0,117000.0,339500.0,176,36,71,1,4,5.7,57.3,28.7,0.0,7.1,0.0,1.2
12031015501,2020, Florida, Duval County,12,31,4091.0,185000.0,245000.0,372000.0,150000.0,206,41,99,1,3,23.6,56.7,14.8,1.3,3.2,0.0,0.4
12031015502,2020, Florida, Duval County,12,31,71666.0,175000.0,225000.0,191500.0,150000.0,161,39,71,2,3,13.5,25.2,50.7,0.6,0.7,0.0,9.4
12031015805,2020, Florida, Duval County,12,31,63094.666666666664,185000.0,245000.0,497000.0,245000.0,188,41,80,1,2,6.0,42.1,40.3,0.0,7.9,1.4,2.2
12031015926,2020, Florida, Duval County,12,31,13694.0,185000.0,255000.0,315000.0,350000.0,430,97,175,8,5,7.7,45.3,21.8,0.0,18.9,0.0,6.3
12031015927,2020, Florida, Duval County,12,31,67309.33333333331,235000.0,325000.0,270500.0,647100.0,183,39,80,2,1,0.0,56.2,37.2,0.3,6.3,0.0,0.0
12031015928,2020, Florida, Duval County,12,31,12679.59346281593,175000.0,265000.0,263000.0,87400.0,56,12,23,2,2,8.0,32.8,28.6,0.0,22.9,0.0,7.7
12031016101,2020, Florida, Duval County,12,31,26332.5,205000.0,275000.0,333000.0,150000.0,139,25,72,1,3,3.2,39.4,32.9,0.0,22.6,0.0,2.0
12031016606,2020, Florida, Duval County,12,31,89916.75,105000.0,145000.0,143000.0,897000.0,63,16,28,3,3,14.6,60.9,21.6,0.9,0.0,0.0,2.0
12031016729,2020, Florida, Duval County,12,31,113084.0,205000.0,325000.0,,709500.0,340,56,182,,2,11.7,68.2,11.2,0.0,2.4,0.0,6.5
12031016803,2020, Florida, Duval County,12,31,26321.0,285000.0,435000.0,641000.0,797700.0,552,90,281,4,8,6.0,89.9,2.3,0.0,1.5,0.0,0.2
12031016804,2020, Florida, Duval County,12,31,365091.99999999994,295000.0,495000.0,437000.0,100000.0,607,96,334,8,5,8.2,79.6,7.9,0.7,3.7,0.0,0.0
12031016812,2020, Florida, Duval County,12,31,145078.12795531395,215000.0,305000.0,238000.0,464000.0,326,50,187,15,3,17.8,60.3,16.0,0.0,0.6,0.5,4.6
12031017102,2020, Florida, Duval County,12,31,33579.936329039134,305000.0,495000.0,424000.0,185000.0,83,16,33,10,14,1.5,81.5,14.3,0.0,2.4,0.0,0.2
12033000400,2020, Florida, Escambia County,12,33,63850.0,165000.0,205000.0,69000.0,,110,20,48,1,,6.7,18.1,74.2,0.0,0.4,0.0,0.7
12033000500,2020, Florida, Escambia County,12,33,699539.0,255000.0,415000.0,423000.0,221000.0,99,13,51,1,1,4.2,70.1,22.7,0.0,2.4,0.0,0.6
12033000801,2020, Florida, Escambia County,12,33,2.3688062800000004E7,325000.0,485000.0,586000.0,191200.0,132,25,66,10,3,3.4,77.0,19.5,0.0,0.0,0.0,0.0
12033001002,2020, Florida, Escambia County,12,33,951297.0000000001,185000.0,325000.0,,42000.0,168,24,84,,1,11.5,77.1,3.5,0.3,3.5,0.0,4.1
12033001104,2020, Florida, Escambia County,12,33,3728863.0,195000.0,245000.0,445500.0,552500.0,398,59,198,2,5,9.4,56.5,24.8,0.0,2.3,0.0,7.0
12033001202,2020, Florida, Escambia County,12,33,362512.962226099,155000.0,225000.0,434000.0,545000.0,207,34,106,8,9,15.9,54.4,28.1,0.3,1.3,0.0,0.0
12033001700,2020, Florida, Escambia County,12,33,876350.0,125000.0,155000.0,290500.0,300000.0,53,14,17,2,5,2.7,40.5,55.6,0.2,1.0,0.0,0.0
12033002200,2020, Florida, Escambia County,12,33,335911.0,165000.0,205000.0,207000.0,200000.0,213,38,104,2,3,10.8,65.4,21.3,0.1,1.1,1.3,0.0
12033002602,2020, Florida, Escambia County,12,33,1142058.0,405000.0,585000.0,126000.0,,570,76,306,1,,2.3,91.0,3.0,0.0,1.4,0.0,2.2
12033002607,2020, Florida, Escambia County,12,33,855279.9891799936,255000.0,365000.0,918500.0,836000.0,389,51,192,2,1,4.7,84.4,5.1,0.0,4.3,0.6,0.9
12033002701,2020, Florida, Escambia County,12,33,206785.0,205000.0,295000.0,244000.0,150000.0,287,52,136,2,1,7.0,63.4,8.2,0.3,18.6,0.0,2.6
12033002704,2020, Florida, Escambia County,12,33,125728.0,185000.0,235000.0,366000.0,1737000.0,479,91,210,1,1,5.3,69.1,21.1,0.4,3.5,0.0,0.5
12033002802,2020, Florida, Escambia County,12,33,8072.0,175000.0,235000.0,,2744700.0,331,52,157,,1,9.9,56.9,24.2,0.0,5.7,0.0,3.3
12033002900,2020, Florida, Escambia County,12,33,1087595.2037310028,135000.0,165000.0,,2929100.0,221,51,84,,1,9.9,62.6,15.4,0.5,5.9,0.0,5.6
12033003001,2020, Florida, Escambia County,12,33,100760.5,155000.0,195000.0,123000.0,,230,44,94,1,,5.5,63.0,26.2,0.0,1.2,0.6,3.4
12033003002,2020, Florida, Escambia County,12,33,100760.5,125000.0,175000.0,235000.0,784000.0,181,40,77,1,1,7.9,54.6,32.4,0.0,4.5,0.0,0.7
12033003100,2020, Florida, Escambia County,12,33,71301.0,115000.0,165000.0,,,195,41,83,,,6.7,27.6,48.7,0.2,2.1,0.0,14.6
12033003204,2020, Florida, Escambia County,12,33,75386.64110990694,185000.0,225000.0,,,226,31,120,,,10.9,77.4,8.5,0.0,2.0,0.0,1.2
12033003301,2020, Florida, Escambia County,12,33,2413661.5270690587,215000.0,305000.0,447000.0,350000.0,349,55,170,4,3,9.0,73.0,14.5,0.6,2.3,0.0,0.7
12033003307,2020, Florida, Escambia County,12,33,2137.0,155000.0,205000.0,,,156,29,65,,,4.3,62.1,27.3,0.0,5.9,0.4,0.0
12033003311,2020, Florida, Escambia County,12,33,1824760.3011118819,155000.0,195000.0,,1125000.0,179,37,83,,1,19.0,48.2,21.3,1.0,3.8,0.0,6.7
12033003507,2020, Florida, Escambia County,12,33,1.7756625E7,155000.0,215000.0,754000.0,2332500.0,173,32,75,2,2,5.2,68.5,22.9,1.4,1.0,0.0,1.0
12033003607,2020, Florida, Escambia County,12,33,11078.0,165000.0,245000.0,434000.0,266500.0,44,4,24,1,1,5.6,72.5,16.7,0.8,3.0,0.0,1.5
12033003609,2020, Florida, Escambia County,12,33,64820.0,205000.0,265000.0,135500.0,322300.0,203,21,106,2,3,5.7,80.6,10.9,0.5,1.6,0.0,0.7
12033003612,2020, Florida, Escambia County,12,33,1325154.0,225000.0,325000.0,558000.0,155000.0,456,73,242,1,2,5.8,82.2,9.2,0.0,1.6,0.5,0.6
12033003614,2020, Florida, Escambia County,12,33,1148301.0,205000.0,285000.0,,150000.0,434,66,212,,1,6.2,71.0,16.0,0.4,5.4,0.0,0.9
12033990000,2020, Florida, Escambia County,12,33,,,,,,,,,,,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
12035060106,2020, Florida, Flagler County,12,35,290857.0,375000.0,605000.0,,1210000.0,632,92,309,,1,3.8,90.6,0.0,0.0,4.7,0.3,0.5
12035060107,2020, Florida, Flagler County,12,35,126500.0,205000.0,335000.0,251000.0,555000.0,443,73,232,5,1,10.8,75.4,2.9,0.0,1.5,0.0,9.4
12035060207,2020, Florida, Flagler County,12,35,141851.56726954,255000.0,405000.0,127000.0,477000.0,756,116,382,6,3,4.8,76.3,12.4,0.0,0.5,0.0,5.9
12035060210,2020, Florida, Flagler County,12,35,2137.0,245000.0,375000.0,,,375,71,192,,,14.3,70.7,12.1,0.4,1.6,0.0,0.9
12035060216,2020, Florida, Flagler County,12,35,83103.5,255000.0,365000.0,,315000.0,458,66,240,,2,9.5,79.0,7.7,0.1,2.8,0.0,0.9
12035060217,2020, Florida, Flagler County,12,35,32802.0,235000.0,335000.0,,150000.0,376,74,187,,1,3.6,53.3,29.7,1.7,7.1,0.0,4.6
12035060304,2020, Florida, Flagler County,12,35,451606.0,205000.0,495000.0,928000.0,230500.0,168,33,87,1,2,3.4,89.8,0.0,0.4,6.3,0.0,0.0
12037970302,2020, Florida, Franklin County,12,37,55784.0,175000.0,245000.0,,456550.0,101,23,36,,2,0.3,84.6,15.2,0.0,0.0,0.0,0.0
12037970304,2020, Florida, Franklin County,12,37,1045707.0000000001,465000.0,775000.0,360500.0,1383500.0,338,52,187,4,4,5.8,78.1,12.1,0.0,1.8,0.0,2.3
12037990100,2020, Florida, Franklin County,12,37,,,,,,,,,,,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
12039020103,2020, Florida, Gadsden County,12,39,290238.80913886026,155000.0,185000.0,,229000.0,134,36,51,,2,1.0,55.0,25.6,12.1,0.0,0.0,6.3
12043000100,2020, Florida, Glades County,12,43,283785.99637381395,165000.0,215000.0,,,125,20,65,,,1.2,95.8,0.0,0.0,2.7,0.0,0.3
12043000202,2020, Florida, Glades County,12,43,7326.420549341959,195000.0,255000.0,,50000.0,232,52,106,,1,11.2,57.9,21.9,1.1,0.0,0.0,7.9
12043000300,2020, Florida, Glades County,12,43,85867.0767689467,145000.0,185000.0,,,64,12,25,,,4.9,54.2,28.9,10.4,0.3,0.0,1.4
12045960200,2020, Florida, Gulf County,12,45,978389.0,335000.0,525000.0,97000.0,537500.0,404,71,188,2,2,3.9,83.6,12.4,0.0,0.0,0.0,0.1
12045960301,2020, Florida, Gulf County,12,45,81483.54709370254,195000.0,335000.0,,140000.0,85,10,49,,1,1.1,87.3,10.3,0.1,0.8,0.0,0.4
12047960103,2020, Florida, Hamilton County,12,47,86826.8,125000.0,185000.0,,1365000.0,53,4,25,,1,6.2,68.1,24.9,0.0,0.0,0.0,0.8
12051000102,2020, Florida, Hendry County,12,51,3300.1265534931563,185000.0,325000.0,,350000.0,72,9,42,,3,3.6,75.8,4.7,0.0,1.6,0.0,14.2
12051000200,2020, Florida, Hendry County,12,51,233708.38535510312,145000.0,185000.0,3400000.0,,145,54,52,1,,15.9,36.6,39.7,0.0,2.6,0.0,5.2
12051000300,2020, Florida, Hendry County,12,51,156512.42306445263,225000.0,255000.0,3042000.0,455000.0,944,130,485,3,5,24.8,62.9,2.8,0.0,0.3,0.0,9.2
12051000403,2020, Florida, Hendry County,12,51,26596.15242047541,185000.0,235000.0,,,217,32,114,,,20.2,61.3,4.8,0.0,0.2,0.0,13.6
12051000404,2020, Florida, Hendry County,12,51,37898.508728925444,245000.0,285000.0,1781000.0,,192,31,90,1,,8.8,83.0,0.8,6.1,0.0,0.0,1.3
12051000601,2020, Florida, Hendry County,12,51,96472.57534587535,245000.0,255000.0,1630000.0,,4,0,3,1,,4.5,38.8,16.7,37.3,1.4,0.0,1.4
12053040201,2020, Florida, Hernando County,12,53,570337.0,195000.0,335000.0,,150000.0,158,30,74,,1,2.9,92.8,3.4,0.8,0.0,0.0,0.0
12053040202,2020, Florida, Hernando County,12,53,319066.99999999994,195000.0,275000.0,,90000.0,419,81,178,,3,4.8,79.5,12.6,0.6,0.0,2.1,0.4
12053040301,2020, Florida, Hernando County,12,53,397189.0,235000.0,385000.0,,,131,23,69,,,7.8,76.5,8.3,0.6,0.0,0.0,6.8
12053040303,2020, Florida, Hernando County,12,53,214648.8370291156,255000.0,425000.0,,525000.0,236,46,110,,3,2.4,95.3,0.6,0.0,0.4,0.0,1.3
12053040601,2020, Florida, Hernando County,12,53,49854.0,175000.0,325000.0,,,167,38,66,,,4.0,88.4,2.8,0.0,1.0,0.0,3.7
12053040701,2020, Florida, Hernando County,12,53,1995527.841759422,255000.0,325000.0,,47500.0,1385,235,671,,2,15.2,81.0,2.1,0.6,0.0,0.0,1.2
12053040801,2020, Florida, Hernando County,12,53,180562.0,155000.0,235000.0,1142000.0,261500.0,276,60,123,1,6,3.1,92.5,1.1,0.0,2.0,0.0,1.3
12053040906,2020, Florida, Hernando County,12,53,1109062.9999999998,255000.0,335000.0,,2507500.0,885,140,445,,2,7.9,83.2,5.6,0.1,0.0,0.0,3.2
12053040908,2020, Florida, Hernando County,12,53,1788386.0,255000.0,365000.0,,540000.0,828,156,412,,1,17.1,63.2,8.5,0.2,6.7,0.0,4.3
12053040911,2020, Florida, Hernando County,12,53,846698.0,225000.0,335000.0,593000.0,275000.0,422,73,213,3,4,7.1,81.2,5.8,0.1,1.3,0.4,4.1
12053041004,2020, Florida, Hernando County,12,53,811824.0,185000.0,285000.0,,520000.0,688,127,312,,2,16.9,71.3,5.2,1.0,0.6,0.0,5.0
12053041106,2020, Florida, Hernando County,12,53,274550.0,205000.0,285000.0,,360000.0,473,84,219,,3,19.2,71.0,3.0,1.4,1.8,0.0,3.7
12053041305,2020, Florida, Hernando County,12,53,0.0,155000.0,265000.0,,,81,15,43,,,0.4,97.1,0.0,0.0,1.8,0.0,0.8
12055960402,2020, Florida, Highlands County,12,55,71334.6406516231,155000.0,235000.0,,,200,41,88,,,10.7,60.6,13.3,0.2,2.1,0.0,13.1
12055960602,2020, Florida, Highlands County,12,55,400319.0,145000.0,225000.0,,3110000.0,370,52,186,,2,11.8,83.2,2.4,0.0,0.2,0.0,2.4
12055960800,2020, Florida, Highlands County,12,55,4039.9999999999995,155000.0,195000.0,331000.0,2756350.0,139,32,54,1,2,10.9,64.9,13.5,0.7,1.5,0.0,8.5
12055960900,2020, Florida, Highlands County,12,55,33588.0,145000.0,165000.0,,,71,12,26,,,0.8,32.8,59.3,0.0,3.3,0.0,3.8
12055961604,2020, Florida, Highlands County,12,55,86432.0,175000.0,305000.0,,75600.0,95,22,49,,5,10.5,59.4,15.1,2.3,0.0,0.0,12.7
12055961605,2020, Florida, Highlands County,12,55,86432.0,195000.0,275000.0,,87500.0,294,51,140,,4,4.9,85.8,7.0,0.0,0.6,0.0,1.6
12055961701,2020, Florida, Highlands County,12,55,34035.600000000006,165000.0,295000.0,780000.0,,178,27,88,1,,14.5,78.8,6.6,0.0,0.0,0.0,0.0
12057000202,2020, Florida, Hillsborough County,12,57,717741.0,175000.0,265000.0,,,183,39,76,,,27.5,27.2,41.7,0.0,0.6,0.0,3.0
12057000401,2020, Florida, Hillsborough County,12,57,2072510.0,195000.0,285000.0,225000.0,,124,29,59,2,,12.4,61.9,14.7,0.6,2.1,0.3,8.0
12057000602,2020, Florida, Hillsborough County,12,57,487670.0,195000.0,285000.0,,480000.0,166,31,65,,5,17.9,41.8,21.7,0.0,2.4,0.0,16.2
12057000902,2020, Florida, Hillsborough County,12,57,856457.4546145303,205000.0,295000.0,,309000.0,134,34,49,,1,9.0,28.3,61.7,0.0,0.7,0.0,0.4
12057001100,2020, Florida, Hillsborough County,12,57,218366.00000000003,255000.0,375000.0,233000.0,490500.0,230,38,102,1,2,7.4,51.9,40.3,0.0,0.4,0.0,0.0
12057001300,2020, Florida, Hillsborough County,12,57,1573426.0,215000.0,355000.0,220000.0,1000000.0,370,66,178,4,3,22.3,61.8,4.1,0.7,1.8,1.7,7.4
12057001400,2020, Florida, Hillsborough County,12,57,902956.0,245000.0,345000.0,,961000.0,245,56,98,,3,17.0,51.9,13.3,0.9,0.9,0.0,15.9
12057001600,2020, Florida, Hillsborough County,12,57,460376.0,255000.0,415000.0,140000.0,2702500.0,159,29,85,3,8,19.5,67.3,10.6,0.3,0.5,0.0,1.9
12057001900,2020, Florida, Hillsborough County,12,57,7745311.999999999,175000.0,265000.0,,269900.0,173,42,65,,4,11.3,17.7,69.2,0.0,0.0,0.0,1.7
12057002100,2020, Florida, Hillsborough County,12,57,380733.9999999999,265000.0,385000.0,196000.0,15000.0,262,47,123,5,1,18.7,57.0,20.4,0.6,2.7,0.0,0.6
12057002800,2020, Florida, Hillsborough County,12,57,314652.0,285000.0,545000.0,204000.0,50000.0,266,42,146,1,1,13.4,78.1,5.3,0.0,0.9,0.0,2.3
12057003700,2020, Florida, Hillsborough County,12,57,94453.0,225000.0,265000.0,453500.0,461300.0,47,16,15,6,4,12.8,51.9,24.8,0.0,5.1,0.0,5.5
12057003800,2020, Florida, Hillsborough County,12,57,208403.0,215000.0,295000.0,255000.0,699100.0,77,16,29,6,6,2.6,31.9,50.2,0.0,9.5,0.0,5.8
12057004200,2020, Florida, Hillsborough County,12,57,250121.0,385000.0,795000.0,178000.0,99000.0,91,14,51,1,2,11.8,48.8,28.3,0.0,1.2,0.0,9.9
12057004500,2020, Florida, Hillsborough County,12,57,973592.0000000002,225000.0,375000.0,1301500.0,200000.0,234,53,100,2,5,21.2,42.9,12.2,0.0,2.0,0.0,21.8
12057005000,2020, Florida, Hillsborough County,12,57,1957877.0,365000.0,555000.0,274000.0,410650.0,100,16,44,3,8,7.2,73.1,12.9,0.0,4.1,0.2,2.6
12057005302,2020, Florida, Hillsborough County,12,57,254157.0,215000.0,295000.0,576500.0,284000.0,81,26,26,2,1,31.0,47.5,6.5,0.1,0.0,0.0,14.9
12057005500,2020, Florida, Hillsborough County,12,57,934355.0,305000.0,595000.0,417500.0,305500.0,131,20,70,10,8,7.6,82.7,4.5,0.0,4.9,0.0,0.3
12057005700,2020, Florida, Hillsborough County,12,57,669779.0,375000.0,625000.0,379000.0,542350.0,268,29,160,19,16,10.0,78.9,1.8,0.0,7.2,0.0,2.1
12057005800,2020, Florida, Hillsborough County,12,57,2212895.9999999995,505000.0,965000.0,438500.0,250000.0,290,46,167,6,13,9.9,78.1,1.3,0.0,4.9,0.0,5.9
12057006600,2020, Florida, Hillsborough County,12,57,702302.0,185000.0,295000.0,673500.0,589650.0,315,52,173,2,2,8.9,76.5,8.3,0.3,2.9,0.0,3.1
12057006700,2020, Florida, Hillsborough County,12,57,1363542.0000000012,465000.0,1055000.0,354000.0,135000.0,372,50,210,5,5,9.6,75.7,4.5,0.0,8.4,0.0,1.8
12057006802,2020, Florida, Hillsborough County,12,57,547154.0000000003,335000.0,615000.0,647000.0,457000.0,249,39,127,1,2,17.1,75.6,4.2,0.4,2.5,0.0,0.3
12057007300,2020, Florida, Hillsborough County,12,57,235257.72489342146,385000.0,365000.0,,250000.0,3,1,1,,1,12.0,54.7,29.3,0.0,0.1,2.6,1.2
12057010105,2020, Florida, Hillsborough County,12,57,1326796.0,245000.0,445000.0,,,185,29,92,,,16.9,79.1,0.0,2.3,0.0,0.0,1.7
12057010203,2020, Florida, Hillsborough County,12,57,212000.0,195000.0,335000.0,200500.0,252500.0,89,23,44,2,6,4.2,64.2,23.6,0.3,3.2,0.0,4.4
12057010215,2020, Florida, Hillsborough County,12,57,1401258.1054030918,375000.0,525000.0,,105000.0,1056,151,503,,6,10.7,45.3,20.9,0.0,21.6,0.0,1.6
12057010304,2020, Florida, Hillsborough County,12,57,1224005.0,295000.0,575000.0,,,198,40,89,,,4.5,72.5,4.6,0.6,10.0,0.0,7.8
12057010702,2020, Florida, Hillsborough County,12,57,802602.0,205000.0,375000.0,291000.0,352000.0,193,36,90,1,2,8.1,61.9,23.5,0.0,4.2,0.0,2.3
12057010809,2020, Florida, Hillsborough County,12,57,257141.0,195000.0,375000.0,463000.0,481750.0,117,21,45,1,4,6.8,53.0,21.0,0.3,8.9,0.2,9.9
12057010814,2020, Florida, Hillsborough County,12,57,70937.0,215000.0,355000.0,,225000.0,13,2,3,,1,12.4,40.1,30.8,0.0,11.3,1.2,4.1
12057010815,2020, Florida, Hillsborough County,12,57,28902.0,205000.0,255000.0,,,4,0,4,,,19.4,22.3,39.9,5.8,1.0,0.0,11.6
12057011006,2020, Florida, Hillsborough County,12,57,1559094.9999999995,295000.0,535000.0,380000.0,300000.0,573,117,268,7,9,20.0,72.2,2.7,0.1,2.9,0.0,2.1
12057011109,2020, Florida, Hillsborough County,12,57,2775872.0,305000.0,655000.0,276000.0,328200.0,299,59,153,4,10,11.1,71.0,4.7,0.0,10.7,0.0,2.6
12057011206,2020, Florida, Hillsborough County,12,57,216908.0,175000.0,315000.0,298000.0,3900000.0,156,31,70,2,3,28.2,59.5,9.6,0.0,0.8,0.0,1.9
12057011303,2020, Florida, Hillsborough County,12,57,377348.0,235000.0,455000.0,,507300.0,137,20,77,,7,10.9,67.1,10.4,0.0,1.7,0.0,9.8
12057011408,2020, Florida, Hillsborough County,12,57,889440.9999999999,315000.0,505000.0,,265000.0,171,26,101,,1,11.2,67.2,6.8,0.0,6.3,0.0,8.5
12057011410,2020, Florida, Hillsborough County,12,57,1339623.0,315000.0,485000.0,112000.0,444000.0,471,75,252,1,1,10.3,73.6,7.0,0.0,4.3,0.0,4.8
12057011414,2020, Florida, Hillsborough County,12,57,2640752.9999999995,235000.0,375000.0,427500.0,870000.0,363,72,168,6,5,15.8,61.8,12.8,0.0,3.7,0.0,5.8
12057011415,2020, Florida, Hillsborough County,12,57,2043486.9999999993,205000.0,355000.0,257500.0,250700.0,321,60,152,2,5,30.9,59.6,2.2,1.3,4.3,0.0,1.6
12057011509,2020, Florida, Hillsborough County,12,57,2244358.0,355000.0,685000.0,1053500.0,1135800.0,535,83,276,2,1,12.4,78.5,5.2,0.0,3.9,0.0,0.0
12057011516,2020, Florida, Hillsborough County,12,57,534621.0,265000.0,425000.0,,686800.0,160,25,85,,3,16.3,77.6,2.6,0.0,1.1,0.0,2.4
12057011518,2020, Florida, Hillsborough County,12,57,1465093.0,395000.0,665000.0,,562600.0,301,32,171,,3,7.2,80.6,3.7,0.0,5.7,0.0,2.7
12057011605,2020, Florida, Hillsborough County,12,57,1222379.0000000002,215000.0,345000.0,329000.0,350000.0,237,53,90,17,28,41.8,48.7,2.2,0.0,1.0,0.0,6.3
12057011612,2020, Florida, Hillsborough County,12,57,1320397.0,185000.0,335000.0,270500.0,517000.0,403,100,152,2,6,16.4,51.4,5.0,0.0,2.5,0.0,24.7
12057011712,2020, Florida, Hillsborough County,12,57,767399.0,255000.0,395000.0,270000.0,137500.0,376,79,181,3,6,23.6,62.8,7.6,0.0,2.4,0.0,3.6
12057011802,2020, Florida, Hillsborough County,12,57,1934365.0,205000.0,335000.0,563000.0,281200.0,314,83,126,1,7,45.0,42.2,1.8,0.0,2.1,0.0,9.0
12057011806,2020, Florida, Hillsborough County,12,57,424830.4043710589,155000.0,225000.0,568000.0,2400000.0,79,13,38,1,7,19.8,40.3,10.6,0.0,2.2,0.0,27.1
12057012107,2020, Florida, Hillsborough County,12,57,1200839.0,275000.0,355000.0,154000.0,350000.0,384,63,169,1,5,10.2,63.9,16.6,0.2,5.0,0.0,4.1
12057012109,2020, Florida, Hillsborough County,12,57,640529.0,155000.0,235000.0,384500.0,100000.0,51,11,26,4,3,8.8,52.7,21.4,0.0,5.0,0.0,12.1
12057012209,2020, Florida, Hillsborough County,12,57,1054557.0,265000.0,475000.0,,682500.0,361,66,182,,2,17.4,54.1,14.5,0.5,6.1,0.0,7.4
12057012211,2020, Florida, Hillsborough County,12,57,81528.0,165000.0,215000.0,517000.0,760000.0,5,1,3,10,10,18.3,41.1,34.9,2.2,0.3,0.0,3.2
12057012212,2020, Florida, Hillsborough County,12,57,332813.0,205000.0,345000.0,,25000.0,119,21,60,,7,12.5,36.7,34.1,3.2,0.9,0.0,12.6
