geoid,geoid_year,state,county,state_fips_code,county_fips_code,total_cdfi_lending,med_mortgage_loan,med_property_value,med_sba_504_loan,med_sba_7a_loan,num_mortgage_loans,num_mortgage_denials,num_mortgages_origin,num_sba_504_loans,num_sba_7a_loans,pop_pct_2plus_races,pop_pct_white,pop_pct_black,pop_pct_american_indian,pop_pct_asian,pop_pct_native_hawaiian,pop_pct_other_race
12021010107,2020, Florida, Collier County,12,21,53008.0,245000.0,605000.0,,392500.0,279,37,161,,2,14.2,80.8,4.3,0.0,0.2,0.0,0.5
12021010108,2020, Florida, Collier County,12,21,1861.0,355000.0,695000.0,,264000.0,170,32,93,,7,15.9,83.4,0.5,0.0,0.0,0.0,0.2
12021010112,2020, Florida, Collier County,12,21,2067.333333333333,235000.0,425000.0,,409600.0,79,14,44,,1,1.6,78.6,8.4,0.0,2.2,0.0,9.2
12021010113,2020, Florida, Collier County,12,21,6134.91548275898,495000.0,1075000.0,,,115,16,59,,,1.1,97.7,0.3,0.0,0.9,0.0,0.0
12021010213,2020, Florida, Collier County,12,21,97276.0,325000.0,715000.0,60000.0,426150.0,219,31,119,1,14,2.6,85.2,1.0,0.0,11.2,0.1,0.0
12021010411,2020, Florida, Collier County,12,21,69247.0,265000.0,425000.0,,50000.0,332,66,152,,1,18.7,59.8,16.1,0.0,0.2,0.0,5.1
12021010419,2020, Florida, Collier County,12,21,32046.0,295000.0,425000.0,,,148,32,58,,,36.7,35.6,21.6,0.0,0.0,0.0,6.1
12021010428,2020, Florida, Collier County,12,21,139829.5,325000.0,475000.0,1900500.0,383000.0,661,135,302,4,12,30.1,55.0,4.8,1.1,0.2,0.9,7.8
12021010437,2020, Florida, Collier County,12,21,392715.4865267229,305000.0,695000.0,,10000.0,178,29,98,,1,6.8,80.8,0.0,0.0,11.9,0.0,0.4
12021010512,2020, Florida, Collier County,12,21,23342.5,255000.0,315000.0,,,119,17,70,,,27.4,59.0,9.5,0.0,1.4,0.0,2.7
12021010606,2020, Florida, Collier County,12,21,45157.0,215000.0,345000.0,966000.0,15000.0,220,33,111,1,1,3.5,89.5,5.4,0.0,1.3,0.0,0.4
12021010702,2020, Florida, Collier County,12,21,1263.0,415000.0,675000.0,880000.0,307000.0,355,50,178,1,1,11.0,82.8,1.0,0.0,0.4,0.0,4.8
12021011113,2020, Florida, Collier County,12,21,206983.3333333333,245000.0,385000.0,,270500.0,64,9,35,,4,1.3,94.4,4.1,0.0,0.0,0.0,0.3
12021011210,2020, Florida, Collier County,12,21,37983.96363361601,305000.0,575000.0,,72700.0,219,22,143,,2,6.4,91.9,1.3,0.0,0.0,0.0,0.4
12021011214,2020, Florida, Collier County,12,21,58116.2332951727,315000.0,545000.0,,67000.0,427,81,210,,3,27.6,70.6,1.5,0.0,0.1,0.0,0.2
12021011303,2020, Florida, Collier County,12,21,327.22392715821303,145000.0,255000.0,,,33,9,6,,,17.2,53.2,19.2,5.0,0.0,0.0,5.4
12021011400,2020, Florida, Collier County,12,21,722.9368575623146,175000.0,265000.0,1295500.0,,46,15,17,2,,42.2,26.4,11.9,11.9,0.0,0.0,7.7
12023110500,2020, Florida, Columbia County,12,23,252042.0,175000.0,225000.0,320000.0,100000.0,330,56,151,13,14,10.0,62.1,24.4,0.0,0.9,0.3,2.3
12023110800,2020, Florida, Columbia County,12,23,35692.0,145000.0,195000.0,235000.0,,288,63,139,1,,3.1,87.0,8.9,0.4,0.0,0.0,0.6
12027010102,2020, Florida, DeSoto County,12,27,52475.93359471808,205000.0,315000.0,282000.0,5000000.0,90,26,32,1,1,5.8,71.5,20.0,0.1,0.0,0.0,2.6
12029970104,2020, Florida, Dixie County,12,29,16650.8,135000.0,165000.0,,635000.0,175,56,59,,1,4.0,92.4,2.0,1.6,0.0,0.0,0.0
12029970201,2020, Florida, Dixie County,12,29,42004.5,135000.0,225000.0,,235000.0,62,16,24,,2,1.2,90.4,5.8,0.0,0.0,0.0,2.7
12031000800,2020, Florida, Duval County,12,31,30786.0,285000.0,405000.0,366500.0,1284000.0,114,13,63,4,5,2.2,81.6,10.0,0.0,4.8,0.0,1.4
12031001500,2020, Florida, Duval County,12,31,12187.0,125000.0,165000.0,94000.0,,147,22,68,1,,0.0,3.6,95.9,0.0,0.5,0.0,0.0
12031002200,2020, Florida, Duval County,12,31,3213.0,295000.0,405000.0,1276000.0,,378,50,202,3,,4.9,92.8,1.1,0.0,0.2,0.0,1.0
12031002400,2020, Florida, Duval County,12,31,417263.0,265000.0,455000.0,,,129,24,72,,,4.9,94.1,0.4,0.0,0.0,0.0,0.6
12031002501,2020, Florida, Duval County,12,31,149314.0,185000.0,245000.0,353000.0,462250.0,308,55,147,1,4,9.3,55.1,34.4,0.0,0.3,0.0,0.8
12031002502,2020, Florida, Duval County,12,31,48877.0,215000.0,285000.0,247000.0,160000.0,337,39,191,7,4,4.7,82.9,5.8,0.0,3.4,0.0,3.2
12031002600,2020, Florida, Duval County,12,31,19781.0,115000.0,155000.0,412500.0,590000.0,151,30,58,6,4,2.0,12.4,75.8,0.5,0.3,0.0,9.0
12031010101,2020, Florida, Duval County,12,31,94995.0,275000.0,375000.0,,300000.0,918,175,397,,7,10.8,56.0,23.4,0.7,3.8,0.1,5.2
12031010202,2020, Florida, Duval County,12,31,,205000.0,265000.0,670000.0,759700.0,274,48,119,7,5,12.7,67.5,15.9,0.5,0.3,0.0,3.1
12031010203,2020, Florida, Duval County,12,31,353630.7468114551,245000.0,335000.0,237000.0,55000.0,561,106,213,3,1,10.4,58.9,22.2,0.0,4.3,0.0,4.2
12031010305,2020, Florida, Duval County,12,31,51710.5,235000.0,305000.0,556000.0,,600,112,247,2,,3.4,14.7,73.1,0.2,0.5,0.0,8.1
12031010402,2020, Florida, Duval County,12,31,62665.0,165000.0,195000.0,603000.0,100000.0,238,43,119,3,1,1.3,42.1,50.2,0.7,2.3,0.0,3.4
12031010501,2020, Florida, Duval County,12,31,89146.8516020037,295000.0,335000.0,294000.0,643000.0,837,147,329,3,1,2.9,22.7,72.3,0.0,0.0,0.1,2.0
12031010602,2020, Florida, Duval County,12,31,119508.69621850671,305000.0,385000.0,,150000.0,300,64,120,,1,4.4,78.2,11.3,0.0,6.1,0.0,0.0
12031010700,2020, Florida, Duval County,12,31,54575.0,155000.0,195000.0,216000.0,,303,72,114,2,,0.0,6.3,93.3,0.0,0.0,0.0,0.4
12031012100,2020, Florida, Duval County,12,31,300350.0,165000.0,195000.0,331000.0,368000.0,103,24,37,13,12,0.5,45.4,48.1,0.0,1.3,0.0,4.7
12031012202,2020, Florida, Duval County,12,31,27343.5,165000.0,225000.0,,650000.0,216,41,95,,5,2.8,49.7,35.6,0.0,6.4,0.0,5.5
12031012900,2020, Florida, Duval County,12,31,119389.0,185000.0,235000.0,276500.0,356750.0,230,53,94,2,2,13.5,65.4,17.0,0.3,2.0,0.0,1.8
12031013504,2020, Florida, Duval County,12,31,36589.0,155000.0,245000.0,,,327,86,135,,,9.8,38.1,40.3,0.0,4.9,0.0,6.9
12031013731,2020, Florida, Duval County,12,31,46325.33333333333,185000.0,295000.0,68000.0,170000.0,288,64,120,1,1,9.2,62.5,15.8,1.8,7.8,0.0,2.8
12031013733,2020, Florida, Duval County,12,31,217136.24389924237,285000.0,345000.0,,,1002,188,387,,,0.9,43.2,53.6,0.0,1.6,0.0,0.7
12031013800,2020, Florida, Duval County,12,31,44722.0,185000.0,235000.0,,,27,7,6,,,16.8,59.5,17.1,0.0,4.8,1.0,0.8
12031013902,2020, Florida, Duval County,12,31,196677.0,265000.0,405000.0,339000.0,390000.0,296,50,157,3,3,9.3,69.6,14.3,0.0,3.6,0.0,3.1
12031014339,2020, Florida, Duval County,12,31,51596.333333333336,355000.0,625000.0,,168000.0,559,70,313,,5,14.2,50.4,8.0,0.0,26.2,0.0,1.2
12031014414,2020, Florida, Duval County,12,31,44482.45921948645,135000.0,275000.0,839500.0,1420000.0,283,88,112,8,19,8.2,65.8,11.8,0.0,7.2,0.0,7.0
12031014423,2020, Florida, Duval County,12,31,429685.20070121856,325000.0,465000.0,390500.0,150000.0,2140,315,990,18,27,9.7,65.3,10.7,0.0,7.6,0.0,6.7
12031014428,2020, Florida, Duval County,12,31,23808.745440823615,175000.0,225000.0,581000.0,350000.0,209,39,109,6,3,11.3,58.0,14.8,0.0,13.2,0.0,2.7
12031014800,2020, Florida, Duval County,12,31,45551.0,235000.0,315000.0,,366750.0,171,34,81,,2,6.3,53.7,37.3,0.0,0.5,0.0,2.2
12031015300,2020, Florida, Duval County,12,31,66119.0,185000.0,245000.0,,,158,34,74,,,7.3,54.8,35.6,1.2,0.4,0.0,0.7
12031015806,2020, Florida, Duval County,12,31,32804.97406600903,175000.0,235000.0,,10000.0,210,37,89,,1,10.6,51.8,24.1,0.0,9.4,0.0,4.1
12031015922,2020, Florida, Duval County,12,31,20625.0,185000.0,275000.0,779000.0,225000.0,93,12,47,2,9,5.1,46.3,38.1,0.4,4.2,0.2,5.7
12031016001,2020, Florida, Duval County,12,31,96218.66666666666,195000.0,265000.0,315000.0,500450.0,154,29,80,2,2,24.9,62.4,7.1,0.0,2.6,0.0,3.0
12031016200,2020, Florida, Duval County,12,31,1244.0,175000.0,235000.0,,250000.0,102,16,47,,4,13.0,54.7,16.8,0.0,5.4,0.0,10.1
12031016300,2020, Florida, Duval County,12,31,46975.0,175000.0,255000.0,328000.0,500000.0,135,31,61,9,21,7.1,57.4,22.3,3.9,8.0,0.0,1.3
12031016400,2020, Florida, Duval County,12,31,114061.0,255000.0,415000.0,194000.0,300550.0,356,70,176,3,6,3.7,84.8,9.3,1.0,1.2,0.0,0.0
12031016603,2020, Florida, Duval County,12,31,47382.0,205000.0,345000.0,183000.0,240600.0,255,52,134,2,4,9.8,84.0,4.4,0.0,1.2,0.0,0.6
12031016604,2020, Florida, Duval County,12,31,3343.0,205000.0,305000.0,271000.0,,279,42,136,1,,6.6,71.5,6.0,2.1,2.3,0.0,11.6
12031016605,2020, Florida, Duval County,12,31,29972.25,175000.0,245000.0,367000.0,300000.0,176,43,66,18,19,15.3,59.1,16.2,0.0,5.5,0.0,3.8
12031016711,2020, Florida, Duval County,12,31,97366.0,225000.0,495000.0,1365000.0,150000.0,253,48,135,3,5,12.4,72.3,1.4,0.0,1.8,0.0,12.0
12031016724,2020, Florida, Duval County,12,31,27371.999999999993,185000.0,335000.0,746000.0,,181,24,90,1,,17.0,57.9,7.3,0.0,3.9,0.0,13.9
12031016808,2020, Florida, Duval County,12,31,119385.0,195000.0,285000.0,848000.0,85000.0,192,34,98,3,2,14.3,65.5,10.5,0.0,1.4,0.0,8.3
12031016809,2020, Florida, Duval County,12,31,1611.5,275000.0,435000.0,,10000.0,314,59,166,,1,5.3,64.6,6.9,0.0,17.1,0.0,6.1
12031017101,2020, Florida, Duval County,12,31,115920.60220209738,315000.0,425000.0,221000.0,334000.0,287,55,124,7,3,8.3,73.7,8.4,1.6,7.3,0.0,0.7
12033001201,2020, Florida, Escambia County,12,33,3572657.037773901,175000.0,235000.0,597000.0,177500.0,204,33,92,8,8,6.7,65.6,17.8,0.3,8.9,0.0,0.8
12033001401,2020, Florida, Escambia County,12,33,166078.0,125000.0,195000.0,254000.0,4275000.0,24,3,11,3,1,6.7,80.3,5.6,0.5,3.9,0.2,2.9
12033001900,2020, Florida, Escambia County,12,33,4862.0,115000.0,165000.0,,,63,20,18,,,13.5,40.4,39.2,0.0,1.2,0.0,5.7
12033002300,2020, Florida, Escambia County,12,33,2333331.0,195000.0,275000.0,124000.0,294150.0,421,56,204,1,2,10.2,79.0,8.8,0.0,1.1,0.0,0.9
12033002400,2020, Florida, Escambia County,12,33,58208.51082000637,95000.0,,,,1,0,0,,,16.0,61.0,14.9,1.9,3.2,0.5,2.6
12033002500,2020, Florida, Escambia County,12,33,1.6738183E7,465000.0,755000.0,795500.0,330400.0,468,83,249,2,2,3.4,94.5,0.9,0.0,0.9,0.0,0.4
12033002606,2020, Florida, Escambia County,12,33,860178.5,255000.0,365000.0,989000.0,,246,35,127,1,,2.5,91.7,2.1,0.0,3.4,0.0,0.3
12033002803,2020, Florida, Escambia County,12,33,217886.0,155000.0,175000.0,198000.0,270000.0,150,22,59,3,1,2.6,47.8,47.6,0.0,1.9,0.0,0.0
12033003201,2020, Florida, Escambia County,12,33,478571.0,175000.0,205000.0,,638000.0,239,47,96,,4,9.5,41.8,43.7,0.0,4.6,0.0,0.4
12033003310,2020, Florida, Escambia County,12,33,1739927.0577782115,125000.0,225000.0,1112500.0,3280000.0,428,127,176,2,1,8.3,57.1,28.5,0.7,1.1,0.0,4.3
12033003313,2020, Florida, Escambia County,12,33,52421.028634350325,165000.0,205000.0,,,257,42,125,,,5.8,61.8,26.5,0.0,2.0,0.0,3.9
12033003505,2020, Florida, Escambia County,12,33,74080.0,165000.0,245000.0,2178000.0,663900.0,174,32,86,1,4,8.9,68.3,19.5,0.0,2.9,0.0,0.4
12033003509,2020, Florida, Escambia County,12,33,731053.3333333333,185000.0,275000.0,500000.0,1046800.0,312,76,145,1,1,5.6,38.8,35.6,0.0,19.4,0.0,0.6
12033003608,2020, Florida, Escambia County,12,33,87321.0,215000.0,305000.0,1094000.0,190500.0,547,81,286,1,2,10.4,61.9,26.7,0.0,1.1,0.0,0.0
12033003610,2020, Florida, Escambia County,12,33,4443660.0,205000.0,285000.0,,1775000.0,474,67,257,,1,6.9,77.5,7.3,0.0,8.0,0.3,0.0
12033003613,2020, Florida, Escambia County,12,33,135492.99999999994,195000.0,325000.0,,,269,48,144,,,5.2,79.8,11.2,0.2,3.2,0.0,0.3
12035060104,2020, Florida, Flagler County,12,35,10939.0,265000.0,415000.0,761500.0,514400.0,505,87,253,2,1,7.5,77.7,3.0,0.0,9.9,0.0,1.9
12035060211,2020, Florida, Flagler County,12,35,1334174.0,245000.0,355000.0,468000.0,,629,110,293,1,,6.7,75.4,12.2,0.0,3.6,1.6,0.4
12037990000,2020, Florida, Franklin County,12,37,,,,,,,,,,,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
12039020400,2020, Florida, Gadsden County,12,39,59118.0,125000.0,165000.0,,253500.0,105,21,51,,1,6.6,37.1,56.1,0.0,0.0,0.0,0.3
12039020500,2020, Florida, Gadsden County,12,39,514539.0,185000.0,215000.0,111000.0,288500.0,219,38,100,1,2,2.2,24.8,62.6,0.0,0.0,0.0,10.3
12039020600,2020, Florida, Gadsden County,12,39,3790842.652263379,195000.0,245000.0,978000.0,2175000.0,317,64,129,2,3,3.7,20.7,74.1,0.0,0.0,0.0,1.5
12039020701,2020, Florida, Gadsden County,12,39,4079.0,135000.0,165000.0,,,128,48,33,,,4.2,31.3,57.2,3.1,0.3,0.0,3.9
12039020702,2020, Florida, Gadsden County,12,39,32637.0,125000.0,175000.0,,,126,42,43,,,2.9,16.7,78.0,1.3,0.0,0.0,1.2
12045960101,2020, Florida, Gulf County,12,45,2264.0356097563745,155000.0,195000.0,,100000.0,157,31,63,,1,4.7,86.0,7.0,1.1,1.1,0.0,0.0
12045960102,2020, Florida, Gulf County,12,45,1513.964390243626,155000.0,185000.0,,79000.0,135,38,43,,1,4.9,57.1,34.4,2.5,0.0,0.0,1.2
12045990000,2020, Florida, Gulf County,12,45,611284.0,75000.0,85000.0,,,2,1,1,,,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
12047960201,2020, Florida, Hamilton County,12,47,97871.66666666666,135000.0,175000.0,,,57,18,21,,,0.0,88.1,0.0,3.3,1.4,0.0,7.2
12047960202,2020, Florida, Hamilton County,12,47,195743.3333333333,135000.0,185000.0,,350000.0,138,45,46,,1,7.4,51.0,30.9,3.6,0.0,0.0,7.1
12049970201,2020, Florida, Hardee County,12,49,389028.99999999994,175000.0,205000.0,,5000000.0,100,20,40,,1,22.2,60.8,3.7,0.0,0.0,0.0,13.3
12049970202,2020, Florida, Hardee County,12,49,81848.0,195000.0,315000.0,151000.0,,35,7,19,1,,0.7,99.2,0.0,0.1,0.1,0.0,0.0
12049970402,2020, Florida, Hardee County,12,49,134272.0,145000.0,255000.0,,,68,17,31,,,12.7,71.2,9.6,2.4,0.0,0.0,4.1
12051000401,2020, Florida, Hendry County,12,51,2360.0026968258608,195000.0,345000.0,,,127,32,54,,,14.4,83.5,0.2,0.0,0.0,0.0,1.8
12053040101,2020, Florida, Hernando County,12,53,316018.0,205000.0,285000.0,,150000.0,529,106,256,,1,1.1,86.4,6.6,0.0,1.0,0.0,4.8
12053040102,2020, Florida, Hernando County,12,53,374094.0,255000.0,305000.0,,947500.0,270,42,135,,3,0.9,93.0,0.0,0.0,1.3,0.0,4.8
12053040302,2020, Florida, Hernando County,12,53,1234294.0,215000.0,435000.0,285000.0,490500.0,304,59,146,3,1,3.7,88.2,3.9,0.2,0.7,0.0,3.3
12053040802,2020, Florida, Hernando County,12,53,510193.0,145000.0,185000.0,1056500.0,75000.0,436,79,187,2,1,1.3,98.4,0.0,0.3,0.0,0.0,0.0
12053041103,2020, Florida, Hernando County,12,53,807222.0,175000.0,255000.0,,,441,90,189,,,5.7,83.7,0.5,0.3,0.6,0.0,9.2
12053041104,2020, Florida, Hernando County,12,53,188638.0,205000.0,295000.0,,,263,39,146,,,7.1,77.6,1.2,0.0,0.7,0.0,13.4
12053041105,2020, Florida, Hernando County,12,53,374134.0,225000.0,305000.0,1017000.0,131500.0,346,74,152,2,2,9.7,68.7,11.5,0.2,3.2,0.0,6.7
12053041201,2020, Florida, Hernando County,12,53,258898.0,205000.0,305000.0,218000.0,,360,72,171,1,,9.6,75.0,9.8,0.2,0.3,1.0,4.1
12053041203,2020, Florida, Hernando County,12,53,350684.0,185000.0,285000.0,,4461500.0,396,71,190,,1,11.1,75.4,1.2,0.0,1.0,0.0,11.3
12053041204,2020, Florida, Hernando County,12,53,396350.0,165000.0,245000.0,,,294,54,139,,,7.2,87.7,2.1,0.0,0.3,0.0,2.7
12053041502,2020, Florida, Hernando County,12,53,386892.0,215000.0,365000.0,223000.0,771500.0,295,64,143,3,2,8.8,72.1,6.1,0.1,0.0,0.0,13.0
12053041602,2020, Florida, Hernando County,12,53,170581.8722140254,205000.0,335000.0,268000.0,511500.0,182,31,90,1,2,0.8,99.2,0.0,0.0,0.0,0.0,0.0
12055960101,2020, Florida, Highlands County,12,55,33417.0,165000.0,235000.0,,,125,23,57,,,2.4,97.2,0.1,0.3,0.0,0.0,0.0
12055960104,2020, Florida, Highlands County,12,55,76393.5,155000.0,225000.0,,765000.0,134,28,59,,1,19.3,65.3,11.7,0.0,2.6,0.2,0.8
12055960300,2020, Florida, Highlands County,12,55,72296.07142858107,125000.0,155000.0,,51000.0,130,38,45,,1,6.7,35.5,29.1,0.0,0.0,0.0,28.7
12055960501,2020, Florida, Highlands County,12,55,256494.0,115000.0,165000.0,,,71,23,25,,,10.8,74.9,3.8,0.0,0.0,0.0,10.5
12055960503,2020, Florida, Highlands County,12,55,92573.34130780361,205000.0,295000.0,,1411400.0,417,59,228,,2,13.4,73.6,5.0,0.0,5.9,0.0,2.1
12055961000,2020, Florida, Highlands County,12,55,100768.99999999999,175000.0,255000.0,184000.0,100000.0,360,75,163,1,2,6.1,90.5,0.7,0.0,0.8,0.0,1.9
12055961303,2020, Florida, Highlands County,12,55,22970.96896880638,105000.0,225000.0,225000.0,1904000.0,47,13,22,1,1,3.3,87.5,4.5,0.0,0.0,0.0,4.6
12055961602,2020, Florida, Highlands County,12,55,2.85775102943,205000.0,315000.0,,,78,13,40,,,12.0,82.4,2.7,0.0,0.5,0.0,2.4
12057000102,2020, Florida, Hillsborough County,12,57,462685.0,185000.0,295000.0,,200000.0,220,45,88,,2,14.3,37.8,33.8,0.2,3.0,0.0,10.9
12057000201,2020, Florida, Hillsborough County,12,57,246194.0,185000.0,255000.0,,468700.0,95,19,32,,3,28.1,30.6,29.6,0.0,0.5,0.0,11.3
12057000601,2020, Florida, Hillsborough County,12,57,571554.0,215000.0,305000.0,140000.0,289000.0,159,19,72,1,3,13.9,48.3,15.6,0.2,3.8,0.0,18.3
12057001002,2020, Florida, Hillsborough County,12,57,947836.0,205000.0,275000.0,676000.0,229000.0,315,63,127,3,4,7.3,12.0,74.7,2.0,0.8,0.0,3.2
12057001200,2020, Florida, Hillsborough County,12,57,1116327.0,265000.0,355000.0,,50000.0,216,33,103,,3,10.7,45.9,38.7,0.0,0.2,0.0,4.4
12057001500,2020, Florida, Hillsborough County,12,57,238255.00000000003,255000.0,395000.0,561000.0,,197,40,97,3,,16.1,70.5,11.9,0.0,0.5,0.0,1.0
12057001800,2020, Florida, Hillsborough County,12,57,829057.0,195000.0,265000.0,,549250.0,198,37,94,,2,9.9,13.5,72.5,0.0,0.4,0.0,3.7
12057002400,2020, Florida, Hillsborough County,12,57,575149.0,255000.0,405000.0,509500.0,702000.0,191,32,89,4,7,17.8,63.3,12.9,0.0,0.1,0.0,5.9
12057002600,2020, Florida, Hillsborough County,12,57,604765.0,385000.0,505000.0,252000.0,350000.0,33,9,11,26,28,29.5,41.7,5.9,0.5,6.1,0.0,16.3
12057002702,2020, Florida, Hillsborough County,12,57,1067453.6,275000.0,395000.0,178000.0,1830000.0,194,29,87,2,2,37.2,49.8,1.7,0.8,3.1,0.0,7.4
12057003000,2020, Florida, Hillsborough County,12,57,126672.0,285000.0,395000.0,394000.0,967500.0,148,27,71,3,5,6.4,29.4,59.9,0.0,0.7,0.0,3.5
12057003200,2020, Florida, Hillsborough County,12,57,406562.0,245000.0,335000.0,,,150,33,67,,,4.9,36.4,49.7,0.0,1.1,0.0,7.9
12057004100,2020, Florida, Hillsborough County,12,57,97033.0,315000.0,635000.0,390000.0,159500.0,78,18,35,3,2,25.2,25.4,42.6,0.2,0.0,0.0,6.6
12057004902,2020, Florida, Hillsborough County,12,57,195502.0,345000.0,595000.0,713000.0,274000.0,125,12,75,10,16,8.9,79.4,7.5,0.0,4.3,0.0,0.0
12057005101,2020, Florida, Hillsborough County,12,57,1165212.0,375000.0,495000.0,499000.0,350000.0,122,14,62,9,24,3.5,77.7,8.0,0.3,5.6,0.0,4.8
12057005102,2020, Florida, Hillsborough County,12,57,826036.0,345000.0,565000.0,,150000.0,304,45,162,,9,7.5,82.2,2.4,0.0,5.0,0.0,3.0
12057006103,2020, Florida, Hillsborough County,12,57,611502.0000000002,365000.0,695000.0,381000.0,210000.0,253,35,140,1,4,8.6,81.3,5.6,0.2,3.9,0.0,0.4
12057006300,2020, Florida, Hillsborough County,12,57,1573487.0,505000.0,995000.0,213000.0,418000.0,287,33,163,4,11,9.6,81.7,4.2,0.0,3.5,0.0,0.9
12057006801,2020, Florida, Hillsborough County,12,57,1241730.0000000002,315000.0,515000.0,560500.0,214000.0,370,61,197,2,4,4.2,86.6,4.9,0.0,2.8,0.0,1.5
12057007103,2020, Florida, Hillsborough County,12,57,551267.0,255000.0,395000.0,795500.0,,318,62,152,4,,11.2,78.7,3.9,0.7,4.7,0.0,0.8
12057010107,2020, Florida, Hillsborough County,12,57,981337.0,335000.0,375000.0,,,519,100,241,,,3.5,88.2,0.9,1.2,0.0,0.0,6.2
12057010211,2020, Florida, Hillsborough County,12,57,1078190.8696353773,315000.0,535000.0,880000.0,2130000.0,319,45,167,1,1,7.7,71.0,13.5,0.0,6.1,0.0,1.6
12057010213,2020, Florida, Hillsborough County,12,57,259192.0,205000.0,295000.0,,15000.0,90,24,28,,1,3.0,68.3,19.7,0.0,1.6,0.0,7.3
12057010216,2020, Florida, Hillsborough County,12,57,211688.13383811057,285000.0,485000.0,,15000.0,373,73,185,,1,22.8,42.6,12.4,0.0,19.9,0.1,2.2
12057010217,2020, Florida, Hillsborough County,12,57,858986.690851562,205000.0,425000.0,1839000.0,220000.0,121,29,59,1,7,12.3,30.8,23.4,1.0,19.5,0.0,12.9
12057010218,2020, Florida, Hillsborough County,12,57,1471756.0661618894,285000.0,455000.0,,40000.0,361,77,177,,3,16.2,64.0,14.6,0.1,1.2,0.0,3.9
12057010305,2020, Florida, Hillsborough County,12,57,2256412.0000000005,365000.0,455000.0,403000.0,170000.0,492,77,192,1,1,11.1,55.3,22.3,0.1,10.9,0.0,0.3
12057010805,2020, Florida, Hillsborough County,12,57,208928.99999999997,175000.0,215000.0,355000.0,224950.0,87,16,36,1,6,11.8,33.5,44.7,1.4,0.8,0.0,7.8
12057010811,2020, Florida, Hillsborough County,12,57,563705.0,155000.0,205000.0,139000.0,165000.0,219,51,103,1,1,10.5,45.0,24.3,0.0,17.6,0.0,2.7
12057010817,2020, Florida, Hillsborough County,12,57,329866.0,105000.0,125000.0,,,129,57,30,,,17.3,48.4,22.2,0.1,0.5,0.0,11.4
12057010820,2020, Florida, Hillsborough County,12,57,131028.0,55000.0,305000.0,,413300.0,2,1,0,,1,2.8,70.1,13.5,2.2,1.9,0.0,9.5
12057011108,2020, Florida, Hillsborough County,12,57,139327.0,275000.0,395000.0,,300000.0,119,26,49,,3,14.8,66.8,4.4,0.0,9.4,0.0,4.6
12057011204,2020, Florida, Hillsborough County,12,57,1046693.9999999998,245000.0,365000.0,454500.0,795500.0,353,66,168,8,8,16.2,70.4,7.4,0.0,1.0,0.0,5.0
12057011301,2020, Florida, Hillsborough County,12,57,2127027.0,315000.0,455000.0,203000.0,374350.0,227,53,99,1,4,5.0,73.1,11.3,0.0,7.7,0.0,2.9
12057011413,2020, Florida, Hillsborough County,12,57,1057644.0,245000.0,405000.0,,300000.0,350,74,158,,8,17.9,52.6,6.2,0.0,10.2,0.0,13.0
12057011417,2020, Florida, Hillsborough County,12,57,748046.9999999998,185000.0,305000.0,,31000.0,296,42,143,,2,31.2,47.0,13.7,0.0,1.0,0.0,7.1
12057011504,2020, Florida, Hillsborough County,12,57,667561.0,435000.0,695000.0,315000.0,253050.0,293,25,152,1,2,9.2,81.8,3.0,0.1,2.4,0.0,3.5
12057011506,2020, Florida, Hillsborough County,12,57,1347329.0,275000.0,505000.0,534000.0,805000.0,423,60,233,4,8,13.3,66.4,1.3,0.2,13.0,0.0,5.8
12057011512,2020, Florida, Hillsborough County,12,57,976921.0,325000.0,655000.0,1163000.0,20000.0,386,68,198,1,1,8.4,86.9,1.7,0.0,2.9,0.0,0.0
12057011522,2020, Florida, Hillsborough County,12,57,1312748.3325516125,305000.0,535000.0,346000.0,396000.0,346,46,168,3,4,9.8,64.8,0.7,0.0,23.9,0.0,0.8
12057011523,2020, Florida, Hillsborough County,12,57,255457.0,255000.0,605000.0,,655000.0,101,26,45,,1,28.2,67.8,0.8,0.6,0.9,0.0,1.6
12057011526,2020, Florida, Hillsborough County,12,57,337798.6761936621,225000.0,425000.0,466000.0,75000.0,292,54,143,1,4,17.6,54.1,10.2,0.0,13.4,0.0,4.6
12057011527,2020, Florida, Hillsborough County,12,57,500166.9029673281,375000.0,655000.0,1148000.0,1380000.0,257,31,145,1,1,6.5,79.1,6.2,0.0,6.7,0.0,1.5
12057011528,2020, Florida, Hillsborough County,12,57,549748.0970326718,335000.0,595000.0,1006000.0,350000.0,381,61,211,3,6,12.6,67.0,2.1,0.0,14.8,0.0,3.5
12057011610,2020, Florida, Hillsborough County,12,57,1447160.0,195000.0,335000.0,,410000.0,242,54,96,,1,36.0,46.8,8.9,0.0,2.4,0.0,5.8
12057011611,2020, Florida, Hillsborough County,12,57,2197165.0,205000.0,315000.0,693000.0,540000.0,283,59,124,6,8,17.6,65.8,4.7,0.0,7.8,0.0,4.1
12057011613,2020, Florida, Hillsborough County,12,57,961184.0,245000.0,375000.0,1693000.0,225000.0,335,82,123,1,3,21.0,53.7,8.4,0.3,1.7,0.2,14.7
