Census Tract,County,Housing Units Count,Occupied,Owner occupied,Renter occupied,Vacant,For rent,"Rented, not occupied",For sale only,"Sold, not occupied","For seasonal, recreational, or occasional use",For migrant workers,Other Vacant,$100 or less (contract),$100 to $149 (contract),$150 to $199 (contract),$200 to $249 (contract),$250 to $299 (contract),$300 to $349 (contract),$350 to $399 (contract),$400 to $449 (contract),$450 to $499 (contract),$500 to $549 (contract),$550 to $599 (contract),$600 to $649 (contract),$650 to $699 (contract),$700 to $749 (contract),$750 to $799 (contract),$800 to $899 (contract),$900 to $999 (contract),"$1,000 to $1,249 (contract)","$1,250 to $1,499 (contract)","$1,500 to $1,999 (contract)","$2,000 to $2,499 (contract)","$2,500 to $2,999 (contract)","$3,000 to $3,499 (contract)","$3,500 or more (contract)",No cash rent (contract),$100 or less (gross),$100 to $149 (gross),$150 to $199 (gross),$200 to $249 (gross),$250 to $299 (gross),$300 to $349 (gross),$350 to $399 (gross),$400 to $449 (gross),$450 to $499 (gross),$500 to $549 (gross),$550 to $599 (gross),$600 to $649 (gross),$650 to $699 (gross),$700 to $749 (gross),$750 to $799 (gross),$800 to $899 (gross),$900 to $999 (gross),"$1,000 to $1,249 (gross)","$1,250 to $1,499 (gross)","$1,500 to $1,999 (gross)","$2,000 to $2,499 (gross)","$2,500 to $2,999 (gross)","$3,000 to $3,499 (gross)","$3,500 or more (gross)",No cash gross rent (gross),10.0 percent or less,10.0 to 14.9 percent,15.0 to 19.9 percent,20.0 to 24.9 percent,25.0 to 29.9 percent,30.0 to 34.9 percent,35.0 to 39.9 percent,40.0 to 49.9 percent,50.0 percent or more,Not computed
12005001403,Bay County,900,823,512,311,77,0,0,0,0,44,0,33,0,0,0,0,0,0,0,0,29,0,0,0,14,0,0,3,19,133,39,19,31,0,5,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,3,0,110,56,39,50,0,5,16,3,0,27,6,35,36,50,3,16,135,3
12005001404,Bay County,3233,3037,1843,1194,196,8,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,19,110,0,0,53,6,172,126,318,371,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,142,6,290,147,572,0,0,0,0,19,0,97,22,220,167,257,53,158,201,19
12005001501,Bay County,2383,2215,1481,734,168,28,0,0,0,50,0,90,0,0,0,0,0,0,0,0,0,0,27,0,0,24,29,35,66,140,246,157,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,24,64,55,173,373,8,3,7,0,0,0,98,67,63,219,36,150,11,90,0
12005001502,Bay County,2388,2200,1462,738,188,25,25,0,0,0,0,138,0,0,13,0,29,0,0,0,0,0,0,0,0,0,19,27,53,227,357,13,0,0,0,0,0,0,0,0,0,13,0,24,5,0,0,0,0,0,0,0,19,0,160,250,267,0,0,0,0,0,15,34,69,194,13,29,107,114,163,0
12005001600,Bay County,1498,1210,328,882,288,54,0,0,26,24,0,184,35,0,0,0,11,17,47,0,0,39,0,7,264,0,0,115,37,19,165,73,0,27,0,0,26,0,0,0,35,0,0,0,0,11,53,0,0,11,0,39,264,18,126,34,238,0,27,0,0,26,0,0,107,50,143,39,0,230,287,26
12005001700,Bay County,1215,1092,574,518,123,25,0,0,0,30,0,68,37,0,15,0,0,0,0,0,0,0,58,0,12,0,112,41,57,36,119,16,0,0,0,0,15,0,0,0,15,37,0,0,0,0,0,0,0,0,58,12,25,64,121,96,75,0,0,0,0,15,0,10,17,27,20,62,24,12,331,15
12005001800,Bay County,665,586,359,227,79,0,0,19,0,21,0,39,63,4,9,0,13,4,0,0,0,0,0,0,0,17,0,5,66,19,27,0,0,0,0,0,0,0,0,8,27,0,9,28,4,4,0,13,0,0,8,0,0,63,12,24,27,0,0,0,0,0,4,4,66,6,53,25,25,0,44,0
12005001900,Bay County,1915,1743,1420,323,172,0,0,40,0,0,0,132,0,0,0,0,0,0,0,14,21,13,0,0,0,0,0,38,36,56,37,70,10,0,0,28,0,0,0,0,0,0,0,0,0,14,0,21,0,0,0,0,13,11,46,98,23,59,10,0,28,0,0,29,14,57,32,61,0,44,86,0
12005002000,Bay County,869,697,194,503,172,0,24,0,17,0,0,131,0,0,20,0,10,42,5,33,8,85,19,15,29,0,4,76,42,51,19,26,0,0,0,0,19,0,0,0,13,7,42,5,31,0,12,0,43,19,65,16,11,31,109,35,45,0,0,0,0,19,6,29,22,62,101,45,42,39,138,19
12005002200,Bay County,1822,1720,574,1146,102,0,0,0,0,0,0,102,0,0,0,92,0,51,0,0,36,0,0,0,14,9,60,378,97,255,38,63,0,0,0,0,53,0,0,0,0,0,43,25,0,59,0,0,52,0,0,0,71,282,167,254,140,0,0,0,0,53,0,56,57,117,130,324,171,49,189,53
12005002300,Bay County,1921,1691,1069,622,230,26,0,0,0,132,0,72,0,0,0,0,0,9,0,0,13,0,0,15,44,8,13,224,12,136,75,64,0,0,0,0,9,0,0,0,0,0,0,0,0,9,8,0,0,22,0,0,22,43,294,106,101,8,0,0,0,9,36,47,174,75,43,0,54,100,84,9
12005002400,Bay County,1710,1519,779,740,191,63,0,0,0,17,0,111,0,0,16,0,16,0,0,7,0,0,49,8,33,29,16,95,57,201,120,24,24,18,0,0,27,0,0,0,0,16,0,0,0,16,0,19,0,0,0,16,93,69,81,188,140,57,18,0,0,27,12,18,107,32,144,51,56,86,207,27
12005002500,Bay County,1488,1258,1031,227,230,0,0,0,0,129,0,101,0,0,0,31,0,0,0,0,9,0,0,0,0,0,0,30,0,36,0,30,8,0,9,0,74,0,0,0,0,31,0,0,0,0,0,0,9,0,0,0,0,0,55,0,38,11,0,9,0,74,0,0,30,36,0,67,0,11,9,74
12005002604,Bay County,4242,3657,2574,1083,585,50,0,118,0,351,0,66,0,0,0,0,0,0,0,0,0,73,0,19,55,63,0,97,100,359,59,155,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,77,0,0,160,207,287,186,117,14,0,0,0,43,69,20,103,166,169,90,243,180,0
12005002605,Bay County,2001,886,665,221,1115,167,0,52,0,854,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,70,55,20,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,69,56,0,0,0,0,9,0,0,95,14,7,13,7,5,71,9
12005002606,Bay County,2674,933,564,369,1741,189,0,0,12,1495,0,45,0,0,0,0,0,0,0,0,0,0,0,17,8,0,0,107,49,136,9,10,14,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,7,6,167,94,27,24,0,0,0,19,50,42,17,62,29,0,22,51,70,26
12005002607,Bay County,2516,684,462,222,1832,102,0,7,0,1704,0,19,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,64,36,26,16,5,0,8,15,0,39,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,31,10,85,5,16,0,0,15,15,39,16,0,18,41,41,5,19,0,43,39
12005002608,Bay County,2189,1636,1538,98,553,22,9,41,13,410,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,14,0,0,0,0,0,38,0,0,0,0,0,60,0
12005002609,Bay County,2871,2393,1392,1001,478,84,48,83,0,243,0,20,0,0,10,0,0,13,9,14,0,6,0,0,0,0,0,212,54,164,133,223,111,12,0,0,40,0,0,0,0,10,0,0,0,0,22,0,0,6,14,0,84,16,225,36,390,124,26,0,8,40,5,0,97,325,78,81,105,106,134,70
12005002703,Bay County,3446,1494,1144,350,1952,77,0,0,0,1837,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,78,73,113,28,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,50,74,93,95,3,0,19,0,0,0,80,36,34,55,20,25,100,0
12005002706,Bay County,1429,1283,707,576,146,0,0,94,0,52,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,105,37,173,172,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,124,111,177,75,0,0,0,11,0,39,49,96,63,56,75,62,101,35
12005002707,Bay County,3584,1549,1128,421,2035,171,0,0,43,1706,0,115,0,14,0,0,0,0,0,0,0,0,0,0,59,0,0,25,51,86,3,55,67,0,0,0,61,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,68,16,135,2,58,67,0,0,0,61,14,62,168,67,9,0,2,0,38,61
12005002708,Bay County,1152,409,309,100,743,31,0,7,0,705,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,28,7,27,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,28,23,17,0,0,0,0,0,20,0,10,0,0,24,0,0,0,46,20
12005002709,Bay County,4187,1484,1014,470,2703,229,0,47,23,2243,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,78,188,158,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,102,278,31,0,0,0,16,0,0,46,113,28,145,18,0,72,48
12005002710,Bay County,4238,2476,1153,1323,1762,46,0,0,42,1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,172,240,324,170,238,80,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,123,230,511,264,42,54,35,0,0,155,98,127,164,91,7,131,550,0
12005002711,Bay County,2356,1442,1253,189,914,0,0,0,52,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,38,0,49,12,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,38,19,27,34,0,0,14,0,0,0,0,53,52,71,0,0,13,0
12005002712,Bay County,1080,880,235,645,200,0,29,62,0,0,0,109,0,0,0,0,0,0,0,0,0,20,0,0,0,0,37,0,33,18,87,301,143,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,20,0,0,23,0,14,33,70,264,215,0,0,0,6,20,42,25,130,34,87,88,43,145,31
12005002713,Bay County,5741,700,494,206,5041,174,28,15,26,4760,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,8,56,89,25,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,52,18,101,20,0,0,0,7,4,10,9,31,18,78,9,0,40,7
12005990000,Bay County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12007000100,Bradford County,2565,2105,1173,932,460,41,0,0,0,0,0,419,0,0,0,0,0,6,0,51,21,124,61,111,20,1,112,76,103,47,0,112,0,0,30,0,57,0,0,0,0,0,0,0,0,6,28,5,69,0,88,42,184,4,259,48,92,20,0,30,0,57,0,89,17,143,46,202,0,0,378,57
12007000201,Bradford County,1399,1245,897,348,154,0,0,0,0,0,0,154,0,147,0,0,28,0,15,16,28,22,20,0,2,0,22,38,0,10,0,0,0,0,0,0,0,0,0,0,147,0,0,0,28,0,15,0,0,0,22,38,28,22,38,10,0,0,0,0,0,0,147,38,0,50,2,66,6,14,25,0
12007000202,Bradford County,1590,1375,844,531,215,14,0,0,0,31,0,170,0,0,0,0,0,0,14,10,0,80,16,76,0,25,27,14,0,11,0,103,0,0,0,0,155,0,0,0,0,0,0,0,0,0,14,0,0,34,72,76,0,41,25,11,0,103,0,0,0,155,0,0,0,34,81,60,0,27,71,258
12007000301,Bradford County,2174,1669,1286,383,505,0,0,89,40,273,0,103,0,0,0,0,0,0,0,0,168,16,0,0,10,12,15,0,52,31,51,0,0,0,0,0,28,0,0,0,0,0,0,0,0,168,0,16,0,0,0,0,10,27,52,34,48,0,0,0,0,28,33,0,34,10,45,0,0,31,202,28
12007000302,Bradford County,1318,1118,711,407,200,0,0,0,0,49,0,151,0,0,0,1,0,39,19,4,2,6,43,5,4,58,4,11,152,0,0,11,0,0,0,0,48,0,0,0,0,0,0,20,0,0,5,0,36,24,12,12,14,28,197,0,10,0,1,0,0,48,0,37,42,5,43,7,141,7,77,48
12007000400,Bradford County,1725,1555,1257,298,170,0,0,0,39,28,0,103,0,19,0,0,1,0,0,0,5,20,142,1,11,20,7,0,5,18,0,0,0,0,0,0,49,0,0,0,0,11,2,6,1,0,0,0,0,25,0,11,7,148,20,0,18,0,0,0,0,49,9,16,48,121,2,12,18,0,23,49
12009060103,Brevard County,1494,1015,976,39,479,36,0,0,0,424,0,19,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,26,0
12009060104,Brevard County,672,632,597,35,40,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,14,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,14,0,0,0,0,12,0,9,0,0,0,0,0,0,14,12
12009060105,Brevard County,1252,954,817,137,298,84,0,31,0,59,0,124,11,0,0,0,0,0,6,0,0,0,0,15,0,28,0,4,0,0,0,0,0,0,0,0,73,11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,43,4,0,0,0,0,0,0,0,73,11,0,19,16,12,6,0,0,0,73
12009060106,Brevard County,597,565,488,77,32,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,39,0
12009060201,Brevard County,1208,952,849,103,256,45,24,0,0,85,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,66,0,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,66,0,14,0,0,0,0,4,0,0,80,0,0,0,0,0,19,4
12009060202,Brevard County,1288,1143,953,190,145,0,0,12,0,91,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,8,47,47,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,50,44,19,0,0,0,0,0,0,0,0,21,50,34,0,66,19
12009060301,Brevard County,915,798,624,174,117,0,20,0,0,63,0,34,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,18,71,41,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,104,8,0,0,0,21,0,0,8,8,84,0,0,0,40,34
12009060302,Brevard County,1426,1297,1177,120,129,0,0,28,0,33,0,68,0,0,0,0,0,0,0,9,36,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,36,0,0,0,0,0,57,9,0,0,0,0,0,9,36,18,31,0,0,0,26,0,0,9
12009060400,Brevard County,2114,1639,1206,433,475,157,38,0,49,181,0,50,0,0,0,23,0,0,0,9,0,10,14,46,15,28,48,8,59,48,44,8,0,0,0,0,73,0,0,0,9,0,14,0,0,9,0,0,28,25,14,8,19,63,71,57,43,0,0,0,0,73,0,25,50,25,46,25,7,32,127,96
12009060500,Brevard County,2402,2201,1988,213,201,0,58,0,0,47,0,96,0,0,0,0,0,16,0,0,18,0,0,0,0,0,15,64,19,27,34,20,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,18,0,0,0,64,42,0,73,0,0,0,0,0,0,12,18,27,15,11,71,36,23,0
12009060600,Brevard County,2606,2245,1577,668,361,167,0,49,0,36,0,109,0,0,0,0,0,0,0,0,0,0,0,39,16,57,0,182,215,117,14,12,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,201,352,0,26,0,0,0,0,16,0,62,80,76,123,63,121,0,127,16
12009060700,Brevard County,1738,1311,342,969,427,311,0,0,0,0,0,116,13,0,0,3,11,9,0,69,40,8,0,56,67,118,139,215,155,33,0,10,0,0,0,0,23,0,0,13,0,0,3,0,0,41,11,46,31,19,13,49,251,225,234,0,10,0,0,0,0,23,43,19,82,39,99,61,45,94,413,74
12009061001,Brevard County,3377,2801,2022,779,576,258,0,0,0,249,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,51,169,112,64,320,0,9,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,147,143,426,0,0,9,0,38,0,39,9,81,47,68,185,137,175,38
12009061002,Brevard County,1500,1281,1064,217,219,8,0,0,0,85,0,126,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,69,67,12,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,106,43,33,11,0,0,0,0,0,27,44,11,9,48,0,48,30,0
12009061100,Brevard County,2914,2177,1753,424,737,87,0,95,45,347,0,163,0,0,0,0,0,0,0,0,0,0,0,19,0,99,93,39,51,35,64,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,19,0,65,14,72,73,76,17,72,0,0,0,0,16,23,29,0,34,47,114,0,103,58,16
12009061201,Brevard County,3672,3101,2665,436,571,92,0,0,50,313,0,116,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,49,74,36,236,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,62,61,13,259,0,0,0,22,0,19,226,0,0,0,36,0,133,22
12009061202,Brevard County,1960,1599,1158,441,361,75,0,0,0,279,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,35,92,211,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,65,147,150,68,0,0,0,0,67,28,94,129,42,8,54,0,19,0
12009062106,Brevard County,1696,1310,1117,193,386,57,0,0,0,155,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,23,112,20,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,48,64,20,0,0,0,8,0,0,13,8,51,0,23,9,81,8
12009062108,Brevard County,3130,2881,2705,176,249,0,65,41,82,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,71,0,33,36,14,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,46,43,51,14,0,0,0,8,0,24,58,0,0,14,32,14,26,8
12009062109,Brevard County,1500,1384,1259,125,116,0,0,22,0,76,0,18,0,0,0,0,29,0,0,0,0,0,14,0,0,10,40,11,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,29,0,0,0,0,14,0,9,52,0,9,0,0,0,0,12,0,29,11,0,32,31,0,0,10,12
12009062110,Brevard County,1368,1298,1042,256,70,0,0,0,54,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,94,0,0,82,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,94,0,39,43,45,0,0,0,0,45,94,74,0,43,0,0,0,0
12009062111,Brevard County,1365,1170,1138,32,195,0,0,0,36,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0,0,15,0,17
12009062112,Brevard County,607,517,484,33,90,0,0,10,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,22,0,0,0,0,0,0,0,0,0,0,11,0,22,0
12009062113,Brevard County,2565,2217,2066,151,348,36,0,0,0,132,0,180,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,23,60,0,12,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,23,60,0,53,0,0,0,0,0,0,27,0,76,0,48,0,0,0,0
12009062114,Brevard County,1017,741,421,320,276,42,0,8,0,118,0,108,0,0,0,0,5,0,0,6,22,11,37,8,67,23,34,0,53,24,0,0,0,0,0,0,30,0,0,0,0,0,0,0,5,6,22,0,0,27,10,102,0,8,58,41,11,0,0,0,0,30,0,95,0,75,13,15,44,10,38,30
12009062115,Brevard County,914,857,832,25,57,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
12009062301,Brevard County,1852,1302,704,598,550,376,27,42,0,21,0,84,14,0,28,0,0,9,0,16,0,43,0,7,0,148,80,31,96,85,32,0,0,0,0,0,9,0,0,0,6,0,0,28,8,0,9,0,43,7,16,0,223,36,105,68,40,0,0,0,0,9,6,0,153,55,56,98,23,0,198,9
12009062302,Brevard County,2164,1738,869,869,426,213,0,32,0,34,0,147,0,0,37,10,28,27,100,31,17,34,17,0,0,0,178,218,104,68,0,0,0,0,0,0,0,0,0,0,37,27,20,27,85,44,18,17,9,0,0,106,138,58,243,31,9,0,0,0,0,0,27,9,20,87,135,97,176,161,148,9
12009062401,Brevard County,940,858,692,166,82,0,0,0,0,34,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,90,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,90,0,60,0,0,0,0,0,0,0,0,0,14,16,0,120,16,0
12009062402,Brevard County,2713,2425,1059,1366,288,50,0,0,0,120,0,118,0,0,0,0,0,0,54,27,0,0,0,0,149,49,27,184,489,295,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,230,500,555,0,0,0,0,0,0,0,12,27,293,223,10,104,136,561,0
12009062500,Brevard County,2251,1773,1123,650,478,58,0,108,0,243,0,69,0,0,0,0,0,0,18,32,0,38,46,81,7,64,19,52,70,46,0,133,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,88,36,10,0,88,7,84,110,50,0,133,0,0,0,44,0,0,59,17,87,114,0,56,259,58
12009062600,Brevard County,1599,1116,522,594,483,341,0,0,0,36,0,106,47,18,0,0,0,9,87,0,0,0,9,9,20,13,0,49,65,125,85,0,0,0,0,0,58,0,0,0,0,0,0,36,116,0,9,0,9,0,9,12,13,25,178,55,74,0,0,0,0,58,135,44,46,79,45,9,10,74,86,66
12009062800,Brevard County,2214,1823,1513,310,391,77,15,0,0,262,0,37,0,0,0,0,0,0,0,0,46,10,0,0,0,10,0,31,59,103,46,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,47,0,10,0,19,6,94,84,36,0,0,0,0,5,0,0,0,23,45,113,31,31,62,5
12009062900,Brevard County,2632,2284,1698,586,348,96,49,22,0,139,0,42,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,228,176,68,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,236,29,290,18,0,0,0,0,18,0,0,129,170,24,18,16,198,13
12009063000,Brevard County,2057,1648,1343,305,409,75,0,27,30,180,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,60,36,182,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,42,154,73,8,0,0,0,0,36,41,51,29,0,10,48,90,0
12009063102,Brevard County,4553,3781,2579,1202,772,177,0,13,45,446,0,91,0,27,14,0,0,0,0,0,0,0,0,0,0,0,0,105,156,206,446,142,82,3,0,0,21,0,0,0,27,0,0,0,14,0,0,0,0,0,0,0,22,87,170,617,142,82,3,0,17,21,34,65,76,347,56,83,52,213,255,21
12009063104,Brevard County,1660,1521,1314,207,139,0,0,9,28,66,0,36,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,7,28,73,34,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,76,59,6,25,7,0,0,0,0,7,14,48,60,7,14,7,50,0
12009063105,Brevard County,3741,3316,2523,793,425,85,0,50,0,166,0,124,0,0,0,0,0,0,0,0,0,22,0,13,0,12,0,15,9,62,236,330,12,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,13,12,35,105,442,82,0,0,0,82,0,44,79,116,169,45,78,135,45,82
12009063106,Brevard County,1888,1772,1381,391,116,0,67,0,0,49,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,0,9,19,39,196,80,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,9,58,171,81,24,0,29,0,25,23,31,162,43,8,8,29,38,24
12009063108,Brevard County,2439,2288,2163,125,151,0,0,0,0,98,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,44,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,69,0,12,0,0,0,0,12,0,12,0,0,0,101,0
12009063109,Brevard County,2484,2131,1461,670,353,0,0,42,0,267,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,380,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,456,14,23,0,0,0,0,28,196,59,17,49,84,35,202,0
12009064102,Brevard County,2393,2307,1930,377,86,33,0,0,0,41,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,172,34,39,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,255,27,59,0,0,17,0,17,93,20,19,76,0,13,122,17
12009064123,Brevard County,3540,3045,1614,1431,495,163,52,42,17,207,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,242,643,423,15,0,0,48,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,89,646,519,54,15,0,48,43,0,88,141,281,174,136,78,133,357,43
12009064124,Brevard County,2032,1913,1332,581,119,0,0,0,23,50,0,46,0,0,0,0,0,6,0,0,0,0,7,0,0,7,25,54,81,201,84,78,0,0,0,0,38,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,32,39,184,86,184,12,0,0,0,38,0,52,39,63,105,38,39,92,89,64
12009064126,Brevard County,1807,1747,1273,474,60,34,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,75,204,136,18,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,134,262,50,12,0,0,0,8,0,78,8,47,96,80,24,43,90,8
12009064127,Brevard County,4046,3591,3347,244,455,11,0,0,0,314,0,130,0,0,0,0,0,0,0,0,0,0,5,0,0,0,26,5,16,2,85,34,42,0,0,0,29,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,40,0,114,5,42,0,0,29,0,0,5,126,9,0,0,21,52,31
12009064128,Brevard County,5269,4995,4416,579,274,0,120,0,0,71,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,54,228,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,133,196,180,0,0,0,0,0,70,72,63,138,0,0,0,236,0
12009064129,Brevard County,1099,1057,988,69,42,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,13,19,6,0,0,0,8,0,15,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,0,6,0,6,13,8,0,15,0,0,0,0,0,8,0,8,15,0,0,12,0,0,26,8
