COUNTY,Geography,Occupation,Median Hourly Wage (2023 $),Maximum Affordable Rent (30% of Income),2023 HUD 2BR Fair Market Rent,"% Income Needed for 2 BR, Median Wage Worker",# of Workers in 2022,Annual Wage as a % AMI for a Family of 3,Datasource,Report Name,URL
Okaloosa County,"Fort Walton Beach-Crestview-Destin, FL MSA",Light Truck Drivers,19.7,1024,1314,0.38,680,0.49,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Okaloosa County,"Fort Walton Beach-Crestview-Destin, FL MSA",Maids and Housekeeping Cleaners,14.51,755,1314,0.52,1070,0.36,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Okaloosa County,"Fort Walton Beach-Crestview-Destin, FL MSA",Medical Assistants,18.17,945,1314,0.42,510,0.45,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Okaloosa County,"Fort Walton Beach-Crestview-Destin, FL MSA",Mental Health and Substance Abuse Social Workers,22.94,1193,1314,0.33,40,0.57,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Okaloosa County,"Fort Walton Beach-Crestview-Destin, FL MSA","Middle School Teachers, Except Special and Career/Technical Education",30.58,1590,1314,0.25,520,0.76,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Okaloosa County,"Fort Walton Beach-Crestview-Destin, FL MSA",Nursing Assistants,15.53,807,1314,0.49,770,0.39,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Okaloosa County,"Fort Walton Beach-Crestview-Destin, FL MSA","Office Clerks, General",18.52,963,1314,0.41,2640,0.46,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Okaloosa County,"Fort Walton Beach-Crestview-Destin, FL MSA","Painters, Construction and Maintenance",19.77,1028,1314,0.38,270,0.49,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Okaloosa County,"Fort Walton Beach-Crestview-Destin, FL MSA",Paralegals and Legal Assistants,24.49,1273,1314,0.31,230,0.61,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Okaloosa County,"Fort Walton Beach-Crestview-Destin, FL MSA",Paramedics,31.19,1622,1314,0.24,60,0.77,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Okaloosa County,"Fort Walton Beach-Crestview-Destin, FL MSA",Pharmacy Technicians,18.82,978,1314,0.4,340,0.47,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Okaloosa County,"Fort Walton Beach-Crestview-Destin, FL MSA","Plumbers, Pipefitters, and Steamfitters",24.39,1268,1314,0.31,320,0.61,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Okaloosa County,"Fort Walton Beach-Crestview-Destin, FL MSA",Police and Sheriff's Patrol Officers,23.99,1247,1314,0.32,560,0.6,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Okaloosa County,"Fort Walton Beach-Crestview-Destin, FL MSA","Preschool Teachers, Except Special Education",14.71,765,1314,0.52,300,0.37,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Okaloosa County,"Fort Walton Beach-Crestview-Destin, FL MSA",Receptionists and Information Clerks,15.61,812,1314,0.49,820,0.39,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Okaloosa County,"Fort Walton Beach-Crestview-Destin, FL MSA",Registered Nurses,37.96,1974,1314,0.2,1800,0.94,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Okaloosa County,"Fort Walton Beach-Crestview-Destin, FL MSA",Retail Salespersons,14.79,769,1314,0.51,4790,0.37,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Okaloosa County,"Fort Walton Beach-Crestview-Destin, FL MSA",Roofers,22.95,1194,1314,0.33,180,0.57,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Okaloosa County,"Fort Walton Beach-Crestview-Destin, FL MSA","Secondary School Teachers, Except Special and Career/Technical Education",30.06,1563,1314,0.25,600,0.75,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Okaloosa County,"Fort Walton Beach-Crestview-Destin, FL MSA","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",18.64,969,1314,0.41,1300,0.46,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Okaloosa County,"Fort Walton Beach-Crestview-Destin, FL MSA",Security Guards,16.29,847,1314,0.47,460,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Okaloosa County,"Fort Walton Beach-Crestview-Destin, FL MSA","Substitute Teachers, Short-Term",14.63,761,1314,0.52,610,0.36,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Okaloosa County,"Fort Walton Beach-Crestview-Destin, FL MSA",Tellers,17.98,935,1314,0.42,250,0.45,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Okaloosa County,"Fort Walton Beach-Crestview-Destin, FL MSA",Veterinary Technologists and Technicians,18.74,975,1314,0.4,230,0.47,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Okaloosa County,"Fort Walton Beach-Crestview-Destin, FL MSA",Waiters and Waitresses,14.48,753,1314,0.52,4500,0.36,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",All Occupations,21.72,1129,1134,0.3,137310,0.58,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Automotive Service Technicians and Mechanics,22.89,1190,1134,0.29,630,0.61,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Bartenders,14.11,734,1134,0.46,560,0.38,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Carpenters,22.73,1182,1134,0.29,450,0.61,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Cashiers,13.2,686,1134,0.5,2850,0.35,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA","Child, Family, and School Social Workers",23.6,1227,1134,0.28,170,0.63,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Childcare Workers,12.38,644,1134,0.53,500,0.33,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Construction Laborers,18.77,976,1134,0.35,860,0.5,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA","Cooks, Restaurant",14.78,768,1134,0.44,1370,0.39,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Correctional Officers and Jailers,21.56,1121,1134,0.3,480,0.57,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Customer Service Representatives,17.95,933,1134,0.36,2430,0.48,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Dental Assistants,22.93,1192,1134,0.29,340,0.61,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Dishwashers,13.61,708,1134,0.48,470,0.36,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Electricians,23.88,1242,1134,0.27,480,0.64,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA","Elementary School Teachers, Except Special Education",25.13,1307,1134,0.26,930,0.67,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Fast Food and Counter Workers,12.49,650,1134,0.52,3350,0.33,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Firefighters,22.76,1184,1134,0.29,260,0.61,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Food Preparation Workers,14.9,775,1134,0.44,1150,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA","Hairdressers, Hairstylists, and Cosmetologists",14.4,749,1134,0.45,200,0.38,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23.02,1197,1134,0.28,460,0.61,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Heavy and Tractor-Trailer Truck Drivers,21.62,1124,1134,0.3,1150,0.58,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Home Health and Personal Care Aides,13.71,713,1134,0.48,1390,0.37,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA","Hotel, Motel, and Resort Desk Clerks",14.08,732,1134,0.46,240,0.37,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA","Janitors and Cleaners, Except Maids and Housekeeping Cleaners",14.24,740,1134,0.46,2220,0.38,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Landscaping and Groundskeeping Workers,15.8,822,1134,0.41,1020,0.42,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Laundry and Dry-Cleaning Workers,13.27,690,1134,0.49,160,0.35,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Licensed Practical and Licensed Vocational Nurses,25.66,1334,1134,0.25,490,0.68,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Light Truck Drivers,18.93,985,1134,0.35,730,0.5,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Maids and Housekeeping Cleaners,14.33,745,1134,0.46,870,0.38,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Medical Assistants,18.05,938,1134,0.36,790,0.48,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Mental Health and Substance Abuse Social Workers,19.99,1040,1134,0.33,120,0.53,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA","Middle School Teachers, Except Special and Career/Technical Education",24.81,1290,1134,0.26,510,0.66,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Nursing Assistants,18.45,959,1134,0.35,2610,0.49,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA","Office Clerks, General",18.82,978,1134,0.35,3100,0.5,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA","Painters, Construction and Maintenance",19.43,1010,1134,0.34,160,0.52,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Paralegals and Legal Assistants,25.62,1332,1134,0.26,320,0.68,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Paramedics,26.28,1367,1134,0.25,100,0.7,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Pharmacy Technicians,20.22,1052,1134,0.32,680,0.54,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA","Plumbers, Pipefitters, and Steamfitters",24.72,1285,1134,0.26,320,0.66,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Police and Sheriff's Patrol Officers,29.42,1530,1134,0.22,680,0.78,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA","Preschool Teachers, Except Special Education",14.02,729,1134,0.47,470,0.37,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Receptionists and Information Clerks,14.91,776,1134,0.44,850,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Registered Nurses,38.96,2026,1134,0.17,6020,1.04,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Retail Salespersons,14.23,740,1134,0.46,3510,0.38,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Roofers,20.1,1045,1134,0.33,310,0.54,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA","Secondary School Teachers, Except Special and Career/Technical Education",31.44,1635,1134,0.21,570,0.84,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",18.93,985,1134,0.35,1660,0.5,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Security Guards,14.7,765,1134,0.44,680,0.39,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA","Substitute Teachers, Short-Term",15.42,802,1134,0.42,130,0.41,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Tellers,18.35,954,1134,0.36,240,0.49,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Veterinary Technologists and Technicians,18.11,942,1134,0.36,200,0.48,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Alachua County, Gilchrist County, Columbia County","Gainesville, FL MSA",Waiters and Waitresses,14.07,732,1134,0.47,2580,0.37,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",All Occupations,17.89,930,967,0.31,33630,0.63,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Automotive Service Technicians and Mechanics,19.57,1018,967,0.29,360,0.69,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Bartenders,12.56,653,967,0.44,210,0.44,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Carpenters,18.95,986,967,0.29,210,0.67,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Cashiers,12.31,640,967,0.45,1090,0.43,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA","Child, Family, and School Social Workers",19.17,997,967,0.29,80,0.68,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Construction Laborers,17.9,931,967,0.31,320,0.63,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA","Cooks, Restaurant",14.41,749,967,0.39,550,0.51,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Customer Service Representatives,15.53,807,967,0.36,540,0.55,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Dental Assistants,18.73,974,967,0.3,80,0.66,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Dishwashers,11.71,609,967,0.48,190,0.41,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Electricians,23.39,1216,967,0.24,220,0.82,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Fast Food and Counter Workers,11.52,599,967,0.48,800,0.41,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Firefighters,15.6,811,967,0.36,60,0.55,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Food Preparation Workers,14.22,739,967,0.39,400,0.5,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA","Hairdressers, Hairstylists, and Cosmetologists",14.23,740,967,0.39,140,0.5,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",19.76,1027,967,0.28,170,0.7,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Heavy and Tractor-Trailer Truck Drivers,18.86,981,967,0.3,200,0.66,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Home Health and Personal Care Aides,12.3,640,967,0.45,540,0.43,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA","Hotel, Motel, and Resort Desk Clerks",13.63,709,967,0.41,60,0.48,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA","Janitors and Cleaners, Except Maids and Housekeeping Cleaners",13.68,711,967,0.41,550,0.48,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Landscaping and Groundskeeping Workers,14.55,757,967,0.38,500,0.51,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Laundry and Dry-Cleaning Workers,12.22,635,967,0.46,50,0.43,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Licensed Practical and Licensed Vocational Nurses,24.47,1272,967,0.23,250,0.86,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Light Truck Drivers,15.74,818,967,0.35,110,0.55,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Maids and Housekeeping Cleaners,13.24,689,967,0.42,220,0.47,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
