COUNTY,Geography,Occupation,Median Hourly Wage (2023 $),Maximum Affordable Rent (30% of Income),2023 HUD 2BR Fair Market Rent,"% Income Needed for 2 BR, Median Wage Worker",# of Workers in 2022,Annual Wage as a % AMI for a Family of 3,Datasource,Report Name,URL
"Hernando County, Hillsborough County, Pasco County, Pinellas County","Tampa-St. Petersburg-Clearwater, FL MSA",Paralegals and Legal Assistants,31.82,1654,1659,0.3,5550,0.85,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Hernando County, Hillsborough County, Pasco County, Pinellas County","Tampa-St. Petersburg-Clearwater, FL MSA",Paramedics,23.24,1208,1659,0.41,660,0.62,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Hernando County, Hillsborough County, Pasco County, Pinellas County","Tampa-St. Petersburg-Clearwater, FL MSA",Pharmacy Technicians,18.81,978,1659,0.51,5840,0.5,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Hernando County, Hillsborough County, Pasco County, Pinellas County","Tampa-St. Petersburg-Clearwater, FL MSA","Plumbers, Pipefitters, and Steamfitters",24.22,1260,1659,0.4,3670,0.64,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Hernando County, Hillsborough County, Pasco County, Pinellas County","Tampa-St. Petersburg-Clearwater, FL MSA",Police and Sheriff's Patrol Officers,32.07,1668,1659,0.3,6070,0.85,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Hernando County, Hillsborough County, Pasco County, Pinellas County","Tampa-St. Petersburg-Clearwater, FL MSA","Preschool Teachers, Except Special Education",14.45,751,1659,0.66,4570,0.38,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Hernando County, Hillsborough County, Pasco County, Pinellas County","Tampa-St. Petersburg-Clearwater, FL MSA",Receptionists and Information Clerks,15.51,806,1659,0.62,10450,0.41,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Hernando County, Hillsborough County, Pasco County, Pinellas County","Tampa-St. Petersburg-Clearwater, FL MSA",Registered Nurses,40.09,2085,1659,0.24,31600,1.06,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Hernando County, Hillsborough County, Pasco County, Pinellas County","Tampa-St. Petersburg-Clearwater, FL MSA",Retail Salespersons,14.78,768,1659,0.65,39320,0.39,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Hernando County, Hillsborough County, Pasco County, Pinellas County","Tampa-St. Petersburg-Clearwater, FL MSA",Roofers,22.32,1161,1659,0.43,3230,0.59,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Hernando County, Hillsborough County, Pasco County, Pinellas County","Tampa-St. Petersburg-Clearwater, FL MSA","Secondary School Teachers, Except Special and Career/Technical Education",32.44,1687,1659,0.3,8910,0.86,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Hernando County, Hillsborough County, Pasco County, Pinellas County","Tampa-St. Petersburg-Clearwater, FL MSA","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",19.04,990,1659,0.5,13910,0.51,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Hernando County, Hillsborough County, Pasco County, Pinellas County","Tampa-St. Petersburg-Clearwater, FL MSA",Security Guards,14.64,761,1659,0.65,9580,0.39,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Hernando County, Hillsborough County, Pasco County, Pinellas County","Tampa-St. Petersburg-Clearwater, FL MSA","Substitute Teachers, Short-Term",14.95,777,1659,0.64,580,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Hernando County, Hillsborough County, Pasco County, Pinellas County","Tampa-St. Petersburg-Clearwater, FL MSA",Tellers,19.54,1016,1659,0.49,2180,0.52,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Hernando County, Hillsborough County, Pasco County, Pinellas County","Tampa-St. Petersburg-Clearwater, FL MSA",Veterinary Technologists and Technicians,18.85,980,1659,0.51,1730,0.5,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Hernando County, Hillsborough County, Pasco County, Pinellas County","Tampa-St. Petersburg-Clearwater, FL MSA",Waiters and Waitresses,14.51,755,1659,0.66,25330,0.39,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",All Occupations,19.28,1003,1093,0.33,36180,0.56,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Automotive Service Technicians and Mechanics,18.87,981,1093,0.33,130,0.55,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Bartenders,14.09,733,1093,0.45,180,0.41,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Carpenters,21.59,1123,1093,0.29,220,0.63,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Cashiers,12.94,673,1093,0.49,1170,0.37,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA","Child, Family, and School Social Workers",23.38,1216,1093,0.27,100,0.68,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Childcare Workers,12.23,636,1093,0.52,110,0.35,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Construction Laborers,16.13,839,1093,0.39,650,0.47,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA","Cooks, Restaurant",15.27,794,1093,0.41,640,0.44,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Correctional Officers and Jailers,27.8,1445,1093,0.23,880,0.81,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Customer Service Representatives,17.99,936,1093,0.35,540,0.52,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Dental Assistants,19.9,1035,1093,0.32,110,0.58,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Dishwashers,13.75,715,1093,0.46,230,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Electricians,23.31,1212,1093,0.27,210,0.68,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Fast Food and Counter Workers,12.32,641,1093,0.51,680,0.36,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Firefighters,19.97,1038,1093,0.32,220,0.58,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Food Preparation Workers,14.53,756,1093,0.43,420,0.42,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA","Hairdressers, Hairstylists, and Cosmetologists",14.58,758,1093,0.43,170,0.42,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",24.12,1254,1093,0.26,110,0.7,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Heavy and Tractor-Trailer Truck Drivers,21.21,1103,1093,0.3,520,0.61,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Home Health and Personal Care Aides,14.7,765,1093,0.43,310,0.43,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA","Hotel, Motel, and Resort Desk Clerks",14.3,744,1093,0.44,60,0.41,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA","Janitors and Cleaners, Except Maids and Housekeeping Cleaners",13.74,714,1093,0.46,420,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Landscaping and Groundskeeping Workers,14.62,760,1093,0.43,680,0.42,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Licensed Practical and Licensed Vocational Nurses,25.06,1303,1093,0.25,240,0.73,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Light Truck Drivers,16.31,848,1093,0.39,120,0.47,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Maids and Housekeeping Cleaners,13.76,716,1093,0.46,220,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Medical Assistants,18.13,943,1093,0.35,420,0.53,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Nursing Assistants,15.61,812,1093,0.4,490,0.45,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA","Office Clerks, General",18.48,961,1093,0.34,670,0.54,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Paralegals and Legal Assistants,24.31,1264,1093,0.26,40,0.7,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Pharmacy Technicians,17.98,935,1093,0.35,170,0.52,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA","Plumbers, Pipefitters, and Steamfitters",26.16,1360,1093,0.24,270,0.76,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Police and Sheriff's Patrol Officers,29.63,1541,1093,0.21,280,0.86,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Receptionists and Information Clerks,15.28,795,1093,0.41,370,0.44,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Registered Nurses,38.26,1989,1093,0.16,810,1.11,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Retail Salespersons,14.15,736,1093,0.45,1200,0.41,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",19.23,1000,1093,0.33,340,0.56,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Security Guards,14.29,743,1093,0.44,**,0.41,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Tellers,18.91,983,1093,0.33,120,0.55,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Sumter County,"The Villages, FL MSA",Waiters and Waitresses,13.98,727,1093,0.45,1180,0.41,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",All Occupations,19.92,1036,1070,0.31,176400,0.55,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Automotive Service Technicians and Mechanics,18.84,980,1070,0.33,900,0.52,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Bartenders,13.57,706,1070,0.45,720,0.38,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area","Bus Drivers, Transit and Intercity",16.64,865,1070,0.37,190,0.46,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Carpenters,19.86,1033,1070,0.31,650,0.55,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Cashiers,12.21,635,1070,0.51,3670,0.34,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area","Child, Family, and School Social Workers",21.63,1125,1070,0.29,280,0.6,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Childcare Workers,12.69,660,1070,0.49,480,0.35,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Construction Laborers,17.39,904,1070,0.35,770,0.48,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area","Cooks, Restaurant",14.24,740,1070,0.43,1650,0.39,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Correctional Officers and Jailers,20.32,1057,1070,0.3,1000,0.56,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Customer Service Representatives,15.27,794,1070,0.4,3930,0.42,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Dental Assistants,19.04,990,1070,0.32,310,0.53,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Dishwashers,12.58,654,1070,0.49,700,0.35,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Electricians,22.86,1189,1070,0.27,590,0.63,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area","Elementary School Teachers, Except Special Education",32.05,1666,1070,0.19,1150,0.89,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area","Farmworkers and Laborers, Crop, Nursery, and Greenhouse",13.9,723,1070,0.44,210,0.38,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Fast Food and Counter Workers,11.52,599,1070,0.54,4600,0.32,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Firefighters,20.22,1052,1070,0.31,300,0.56,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Food Preparation Workers,14.29,743,1070,0.43,1300,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area","Hairdressers, Hairstylists, and Cosmetologists",14.22,739,1070,0.43,310,0.39,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",21.7,1129,1070,0.28,520,0.6,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Heavy and Tractor-Trailer Truck Drivers,21.03,1093,1070,0.29,960,0.58,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Home Health and Personal Care Aides,13.78,717,1070,0.45,1420,0.38,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area","Hotel, Motel, and Resort Desk Clerks",13.59,707,1070,0.45,310,0.38,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area","Janitors and Cleaners, Except Maids and Housekeeping Cleaners",13.37,695,1070,0.46,2460,0.37,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Landscaping and Groundskeeping Workers,14.95,777,1070,0.41,1120,0.41,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Laundry and Dry-Cleaning Workers,11.95,622,1070,0.52,160,0.33,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Licensed Practical and Licensed Vocational Nurses,23.77,1236,1070,0.26,860,0.66,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Light Truck Drivers,18.57,966,1070,0.33,1040,0.51,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Maids and Housekeeping Cleaners,13.27,690,1070,0.47,990,0.37,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Medical Assistants,17.78,925,1070,0.35,1210,0.49,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Mental Health and Substance Abuse Social Workers,17.46,908,1070,0.35,130,0.48,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area","Middle School Teachers, Except Special and Career/Technical Education",31.34,1630,1070,0.2,460,0.87,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Nursing Assistants,14.44,751,1070,0.43,1450,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area","Office Clerks, General",16.36,851,1070,0.38,3600,0.45,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area","Painters, Construction and Maintenance",18.27,950,1070,0.34,300,0.51,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Paralegals and Legal Assistants,24.07,1252,1070,0.26,1050,0.67,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Paramedics,24.66,1282,1070,0.25,120,0.68,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Pharmacy Technicians,17.47,909,1070,0.35,540,0.48,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area","Plumbers, Pipefitters, and Steamfitters",23.08,1200,1070,0.27,340,0.64,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Police and Sheriff's Patrol Officers,26.6,1383,1070,0.23,770,0.74,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area","Preschool Teachers, Except Special Education",14.08,732,1070,0.44,460,0.39,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Receptionists and Information Clerks,14.58,758,1070,0.42,1160,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Registered Nurses,34.67,1803,1070,0.18,3310,0.96,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Wakulla County,"Wakulla County, FL HUD Metro FMR Area",Retail Salespersons,13.73,714,1070,0.45,4470,0.38,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
